age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
54,M,Town,Silver Membership,2017-01-11,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,00:16:57,10.0,160.73,18789.47,12.0,710.655493450671,No,Yes,Yes,Unsolved,Poor Website,3.0
47,M,Town,Basic Membership,2017-03-18,No,Without Offers,Both,Mobile_Data,14:14:35,14.0,204.6,24073.76,10.0,685.01,Yes,Yes,No,Not Applicable,Poor Product Quality,4.0
33,F,Town,No Membership,2015-05-21,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,18:55:54,12.0,34.1,37662.39,14.0,624.9051419069698,No,Yes,No,Not Applicable,Poor Product Quality,5.0
10,F,City,Silver Membership,2015-11-13,Yes,Without Offers,Desktop,Mobile_Data,22:44:37,15.0,42.68,20251.93,27.0,768.21,No,Yes,Yes,Unsolved,Poor Website,3.0
18,M,City,Silver Membership,2016-10-26,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:18:10,19.0,200.45737286358005,41707.78,32.53952699521404,1355.1902365697654,Yes,No,Yes,Solved,No reason specified,3.0
46,F,City,Gold Membership,2017-09-13,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:48:00,17.0,278.48,18501.86,18.0,835.86,Yes,No,No,Not Applicable,Reasonable Price,1.0
43,M,Town,Basic Membership,2017-11-06,Yes,Without Offers,Both,Fiber_Optic,10:35:59,1.0,545.5,33766.77,44.28870818026123,639.94,No,Yes,No,Not Applicable,Too many ads,5.0
64,M,Town,Silver Membership,2016-05-17,No,Without Offers,Desktop,Fiber_Optic,12:58:31,21.0,32.25,3777.39,18.0,616.45,Yes,No,Yes,Unsolved,Poor Website,4.0
19,F,Town,Basic Membership,2016-09-26,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,03:55:56,11.0,103.62,3561.94,27.0,666.64,Yes,No,Yes,No Information Available,Too many ads,4.0
52,F,City,Premium Membership,2017-12-17,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:55:19,11.0,168.07,1497.97,9.0,766.13,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3.0
18,M,City,Premium Membership,2016-12-02,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22:06:37,12.0,31.59,32546.63,9.0,754.19,Yes,No,Yes,Unsolved,Poor Customer Service,3.0
55,M,City,Gold Membership,2017-07-24,Yes,Without Offers,Smartphone,Mobile_Data,00:21:31,19.0,33.04,29291.92,14.0,206.3297573138257,No,Yes,No,Not Applicable,Poor Product Quality,4.0
34,F,Town,Platinum Membership,2017-02-17,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:25:04,12.0,317.32,80738.96,4.0,796.69,Yes,No,Yes,No Information Available,User Friendly Website,1.0
44,M,City,No Membership,2015-01-19,Yes,Without Offers,Smartphone,Mobile_Data,02:28:59,19.0,279.7,1998.04,17.562330859222715,667.58,No,Yes,No,Not Applicable,Poor Customer Service,4.0
22,F,Village,Basic Membership,2015-11-07,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:36:45,17.0,897.56,46048.38,5.0,593.0852653101184,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0
13,M,Town,Basic Membership,2017-08-26,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:39:23,9.0,79.97,42623.27,26.0,1210.0123225999616,No,Yes,No,Not Applicable,Too many ads,5.0
40,M,Town,Silver Membership,2017-05-03,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:24:08,11.0,520.81,41070.31,15.0,754.37,No,Yes,No,Not Applicable,No reason specified,3.0
41,F,Village,Basic Membership,2015-09-19,No,Credit/Debit Card Offers,Desktop,Mobile_Data,06:58:53,17.0,30.46,35220.12,16.0,536.19,No,Yes,Yes,No Information Available,Poor Product Quality,5.0
16,F,Town,Premium Membership,2016-09-30,No,Without Offers,Smartphone,Wi-Fi,06:27:30,19.0,142.93,1862.67,27.0,715.33,No,Yes,No,Not Applicable,Poor Customer Service,3.0
23,M,City,Silver Membership,2016-12-05,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,12:45:30,5.0,567.89,36089.23,16.0,639.6,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4.0
56,F,Village,Gold Membership,2016-10-15,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:49:07,6.0,224.35,20808.22,10.0,695.45,Yes,No,No,Not Applicable,Too many ads,4.0
61,F,City,Silver Membership,2016-07-04,Yes,Credit/Debit Card Offers,Both,Mobile_Data,18:53:42,1.0,507.89,32805.36,20.0,1073.487717351,Yes,No,Yes,Solved in Follow-up,No reason specified,3.0
34,M,City,Silver Membership,2017-09-23,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:26:05,5.0,521.09,28818.21,23.0,662.24,No,Yes,Yes,No Information Available,Poor Customer Service,4.0
29,F,City,No Membership,2015-03-16,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:54:27,2.0,218.93891769227827,4317.38,28.0,651.15,No,Yes,Yes,Solved in Follow-up,Poor Website,4.0
59,M,Town,Basic Membership,2016-07-09,No,Without Offers,Smartphone,Wi-Fi,17:42:31,3.0,34.87,5109.55,17.822913126585693,512.43,Yes,No,No,Not Applicable,Poor Customer Service,5.0
54,M,Town,Basic Membership,2015-10-04,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14:14:13,14.0,228.76204559796466,10324.25,29.0,686.6,No,Yes,No,Not Applicable,Poor Customer Service,5.0
33,M,Village,Platinum Membership,2015-09-08,Yes,Without Offers,Both,Fiber_Optic,22:13:04,10.0,812.81,2913.96,17.27909664234727,766.08,Yes,Yes,Yes,Solved,Poor Website,3.0
13,M,Town,Basic Membership,2016-03-04,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:00:32,5.0,176.03,15381.64,37.60412159187153,592.74,Yes,No,Yes,Unsolved,Too many ads,5.0
63,F,City,Platinum Membership,2016-11-02,No,Without Offers,Smartphone,Mobile_Data,00:45:13,19.0,475.29,18954.77,10.0,1273.3404672504612,Yes,No,No,Not Applicable,Products always in Stock,2.0
20,F,Town,Silver Membership,2016-05-08,No,Without Offers,Both,Fiber_Optic,00:14:45,21.0,423.12,17818.18,21.0,704.77,No,Yes,No,Not Applicable,Too many ads,4.0
43,F,City,Premium Membership,2015-02-12,No,Without Offers,Smartphone,Wi-Fi,07:03:14,4.0,195.1,22829.92,15.0,766.37,Yes,No,No,Not Applicable,User Friendly Website,1.0
59,M,City,Silver Membership,2015-09-16,Yes,Without Offers,Both,Fiber_Optic,11:16:00,22.0,209.08,9633.41,28.0,711.32,Yes,Yes,Yes,Unsolved,Poor Product Quality,3.0
52,M,City,No Membership,2015-09-15,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,12:37:18,14.0,287.39,21974.76,8.0,697.35,No,Yes,Yes,No Information Available,Too many ads,5.0
43,M,City,No Membership,2016-11-17,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,06:13:13,11.0,253.9,6509.07,23.0,661.22,No,Yes,Yes,Unsolved,No reason specified,4.0
14,F,City,No Membership,2015-09-30,Yes,Without Offers,Both,Mobile_Data,17:44:04,1.0,440.54,17178.39,18.0,967.1411189878924,Yes,Yes,Yes,Solved,No reason specified,4.0
60,F,Town,Basic Membership,2015-02-14,Yes,Without Offers,Smartphone,Fiber_Optic,19:50:22,15.0,74.09,4560.02,18.0,648.19,Yes,No,No,Not Applicable,No reason specified,5.0
37,F,Town,Gold Membership,2016-02-09,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,09:50:46,5.0,32.29,63097.55,9.971749779157676,780.09,No,Yes,No,Not Applicable,User Friendly Website,2.0
37,M,Town,Gold Membership,2017-12-18,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,07:18:33,11.0,281.95,36310.37,28.0,634.13,No,Yes,No,Not Applicable,No reason specified,4.0
10,M,City,Premium Membership,2017-04-09,No,Credit/Debit Card Offers,Both,Wi-Fi,01:55:23,11.0,408.46,19727.89,17.450251267937073,712.18,Yes,No,Yes,No Information Available,No reason specified,3.0
18,M,City,Premium Membership,2015-12-09,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:41:16,4.0,258.42,12080.34,29.0,789.12,Yes,Yes,Yes,Solved,No reason specified,3.0
30,F,City,Basic Membership,2017-08-30,No,Without Offers,Smartphone,Wi-Fi,23:31:03,10.0,195.47,32924.49,15.0,344.54509743091035,Yes,No,Yes,No Information Available,No reason specified,4.0
15,M,Town,Premium Membership,2017-08-04,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,13:37:56,1.0,372.74,1294.64,19.0,790.18,No,Yes,No,Not Applicable,No reason specified,3.0
36,M,Town,Gold Membership,2016-07-14,Yes,Without Offers,Desktop,Wi-Fi,23:42:28,9.0,108.33,44617.32,8.0,718.87,No,Yes,No,Not Applicable,Too many ads,3.0
55,F,City,No Membership,2016-08-21,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:29:20,22.0,33.62,15454.3,26.0,1199.9269077405145,Yes,No,Yes,No Information Available,Poor Website,5.0
14,M,Town,No Membership,2015-10-20,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,09:32:47,22.0,193.72,7336.97,15.0,1103.9937467786533,Yes,No,Yes,No Information Available,No reason specified,5.0
58,M,Town,Gold Membership,2017-07-26,Yes,Without Offers,Desktop,Fiber_Optic,11:19:10,18.0,110.33,43599.06,27.0,627.6,No,Yes,No,Not Applicable,Poor Customer Service,4.0
34,M,City,Platinum Membership,2017-02-15,No,Without Offers,Smartphone,Wi-Fi,10:39:48,4.0,112.01,44350.3,13.0,727.95,Yes,No,No,Not Applicable,Poor Website,3.0
45,M,Town,Basic Membership,2015-07-01,Yes,Without Offers,Desktop,Wi-Fi,18:07:05,16.0,75.29,10189.54,24.0,652.84,No,Yes,Yes,No Information Available,Poor Product Quality,4.0
14,F,Town,Gold Membership,2015-07-01,No,Without Offers,Desktop,Fiber_Optic,18:48:32,5.0,210.4286661542997,32218.45,17.0,256.73856819722494,Yes,No,Yes,Unsolved,Too many ads,4.0
56,M,Town,Premium Membership,2017-01-02,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:29:58,16.0,61.19,2045.05,23.0,781.3,No,Yes,No,Not Applicable,Poor Customer Service,3.0
63,F,Town,No Membership,2015-11-30,Yes,Without Offers,Both,Wi-Fi,19:40:09,22.0,1808.9865036856515,42907.81,29.0,626.79,Yes,Yes,Yes,Unsolved,Too many ads,4.0
58,F,City,Gold Membership,2015-02-12,No,Credit/Debit Card Offers,Desktop,Mobile_Data,09:15:52,15.0,315.4,44668.9,9.0,684.65,Yes,No,Yes,Solved,Too many ads,4.0
24,F,Town,No Membership,2015-01-18,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12:17:32,11.0,83.2,1573.01,17.647405774455827,586.5,Yes,No,Yes,Solved,Too many ads,5.0
16,M,Village,Basic Membership,2015-04-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20:30:00,23.0,155.81,40287.32,19.0,558.92,No,Yes,Yes,Solved,Poor Customer Service,5.0
27,M,Town,Premium Membership,2017-07-20,No,Without Offers,Smartphone,Wi-Fi,08:44:22,2.0,183.25,2955.0,14.0,842.23,No,Yes,No,Not Applicable,Products always in Stock,1.0
23,M,City,Premium Membership,2017-04-18,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,03:33:56,20.0,976.1010784490136,6451.02,23.0,764.44,Yes,No,No,Not Applicable,Poor Product Quality,3.0
50,F,City,Platinum Membership,2017-11-15,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:27:55,19.0,331.24,80553.94,7.0,810.37,No,Yes,No,Not Applicable,Products always in Stock,1.0
24,F,Town,Basic Membership,2017-07-02,No,Credit/Debit Card Offers,Desktop,Wi-Fi,06:39:55,10.0,295.43,5026.75,5.0,620.35,No,Yes,No,Not Applicable,No reason specified,5.0
57,F,City,No Membership,2016-09-04,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:31:56,16.0,205.93,45030.15,28.0,620.14,No,Yes,No,Not Applicable,Poor Customer Service,5.0
16,F,City,Premium Membership,2017-01-18,Yes,Without Offers,Smartphone,Fiber_Optic,07:53:22,14.0,31.52,25817.15,15.0,788.07,No,Yes,Yes,No Information Available,Poor Customer Service,3.0
44,M,Town,Platinum Membership,2015-11-30,No,Without Offers,Desktop,Wi-Fi,20:37:48,9.0,166.23,38807.27,22.0,754.0,No,Yes,No,Not Applicable,No reason specified,3.0
24,F,City,Basic Membership,2015-01-21,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:23:40,19.0,211.16,27293.46,27.0,696.09,Yes,No,Yes,Solved,Poor Customer Service,5.0
33,F,City,No Membership,2016-05-09,Yes,Without Offers,Desktop,Fiber_Optic,05:08:09,19.0,514.21,2469.74,5.0,701.83,No,Yes,Yes,No Information Available,Poor Customer Service,4.0
15,M,City,Platinum Membership,2016-12-12,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,09:29:55,14.0,181.81,16539.02,19.0,741.19,No,Yes,No,Not Applicable,No reason specified,3.0
49,F,City,No Membership,2017-12-17,Yes,Without Offers,Desktop,Fiber_Optic,17:40:58,9.0,45.97,47377.16,17.0,380.30203634789046,No,Yes,No,Not Applicable,Too many ads,4.0
19,M,Village,Premium Membership,2016-10-09,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,21:30:26,23.0,370.15,1055.96,14.0,792.47,Yes,No,Yes,No Information Available,Reasonable Price,2.0
48,M,City,Gold Membership,2016-07-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:45:35,20.0,213.7759709874616,34477.59,17.0,450.0940672334218,No,Yes,Yes,Solved,No reason specified,3.0
39,F,Village,No Membership,2015-01-30,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,09:59:41,12.0,34.01,42236.32,22.0,678.22,No,Yes,Yes,Solved in Follow-up,Poor Website,5.0
46,F,Village,Platinum Membership,2017-09-12,No,Without Offers,Desktop,Fiber_Optic,03:24:52,9.0,34.58,20235.28,6.0,822.27,No,Yes,Yes,Unsolved,Quality Customer Care,1.0
44,M,Town,No Membership,2017-09-11,Yes,Credit/Debit Card Offers,Both,Mobile_Data,07:08:31,1.0,607.02,25858.2,12.0,579.81,Yes,Yes,No,Not Applicable,No reason specified,5.0
44,M,Town,Gold Membership,2017-02-11,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:32:04,15.0,315.59,1448.99,21.0,721.32,No,Yes,No,Not Applicable,No reason specified,3.0
19,F,City,Silver Membership,2017-04-13,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,00:20:53,12.0,33.33,3395.1,22.0,736.53,Yes,No,No,Not Applicable,No reason specified,3.0
22,M,Village,Basic Membership,2015-03-03,Yes,Without Offers,Desktop,Wi-Fi,08:34:51,10.0,589.12,36545.91,12.0,680.88,Yes,No,Yes,Unsolved,Poor Customer Service,5.0
37,F,Village,No Membership,2016-04-24,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:55:40,10.0,169.74,45726.87,17.141189603421346,940.6889735262424,No,Yes,Yes,Unsolved,Poor Website,4.0
10,M,Town,Gold Membership,2015-11-22,Yes,Without Offers,Desktop,Mobile_Data,00:20:25,10.0,85.18,20948.97,22.0,701.5,No,Yes,No,Not Applicable,No reason specified,3.0
13,M,Town,Gold Membership,2017-02-07,Yes,Without Offers,Both,Mobile_Data,15:59:38,20.0,568.84,31820.44,12.0,675.27,Yes,No,Yes,Solved,No reason specified,4.0
14,M,Town,Basic Membership,2015-04-02,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,19:28:25,8.0,1079.68,29599.46,17.183428916320555,595.5305897033435,No,Yes,No,Not Applicable,Too many ads,5.0
58,M,City,Premium Membership,2017-08-03,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:37:12,10.0,479.64,23318.42,1.0,794.84,Yes,No,No,Not Applicable,Quality Customer Care,2.0
53,F,City,Platinum Membership,2015-06-29,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,06:35:50,3.0,125.48,2958.97,19.0,777.47,No,Yes,No,Not Applicable,No reason specified,3.0
38,M,Town,No Membership,2015-08-11,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:28:14,10.0,46.13,21892.93,26.0,681.15,Yes,No,No,Not Applicable,No reason specified,5.0
31,F,City,No Membership,2016-07-03,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,18:51:34,11.0,680.92,49126.5,29.0,597.37,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0
39,F,City,Basic Membership,2017-01-10,No,Credit/Debit Card Offers,Desktop,Mobile_Data,01:50:22,18.0,329.72,44245.32,10.0,680.3,No,Yes,No,Not Applicable,Poor Product Quality,5.0
60,F,City,Platinum Membership,2016-06-13,No,Without Offers,Desktop,Fiber_Optic,07:55:26,15.0,212.18209337411267,72781.83,5.0,806.7,Yes,No,Yes,No Information Available,Products always in Stock,1.0
40,F,City,Platinum Membership,2016-03-13,No,Without Offers,Desktop,Fiber_Optic,18:01:22,15.0,208.38,45170.16,24.0,1075.381256619634,No,Yes,Yes,Unsolved,Poor Website,3.0
63,F,City,Silver Membership,2017-10-03,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:04:20,18.0,131.72,55130.31,2.0,712.0,No,Yes,No,Not Applicable,Reasonable Price,2.0
29,F,Village,Gold Membership,2015-06-09,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,19:34:31,19.0,30.59,12834.37,17.0,718.04,Yes,No,Yes,Unsolved,Poor Product Quality,3.0
14,F,City,Platinum Membership,2016-05-18,Yes,Without Offers,Smartphone,Wi-Fi,08:24:42,16.0,652.87,12985.76,9.0,796.22,No,Yes,Yes,Unsolved,Poor Website,3.0
55,M,City,Silver Membership,2017-10-21,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:05:21,13.0,33.08,42671.17,18.0,702.3187849246449,No,Yes,No,Not Applicable,Poor Product Quality,4.0
44,F,City,Gold Membership,2016-06-15,No,Without Offers,Smartphone,Mobile_Data,22:24:45,14.0,204.49083440799583,43722.34,11.0,702.28,Yes,No,Yes,Unsolved,Too many ads,3.0
53,F,Town,Basic Membership,2016-05-30,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,07:33:15,18.0,527.09,33453.1,24.0,553.22,Yes,Yes,No,Not Applicable,Poor Customer Service,5.0
16,F,Town,Silver Membership,2015-04-03,No,Without Offers,Both,Mobile_Data,02:12:19,9.0,417.23,10936.23,15.0,687.77,Yes,No,Yes,Solved,No reason specified,4.0
41,F,Town,No Membership,2016-10-03,No,Without Offers,Desktop,Mobile_Data,07:56:41,22.0,68.02,37843.72,11.0,599.22,No,Yes,No,Not Applicable,No reason specified,5.0
57,F,Town,Silver Membership,2017-02-25,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,00:15:53,10.0,1567.1766939629235,48534.56,19.0,203.04319591401716,Yes,No,No,Not Applicable,User Friendly Website,2.0
45,M,City,No Membership,2016-05-17,No,Without Offers,Smartphone,Wi-Fi,09:52:41,10.0,33.28,30003.42,27.0,1165.1573954675066,Yes,No,No,Not Applicable,Too many ads,5.0
17,M,Town,Premium Membership,2016-06-12,No,Without Offers,Desktop,Fiber_Optic,22:31:40,9.0,189.85,6246.7,12.608784132972847,754.87,Yes,No,Yes,No Information Available,User Friendly Website,2.0
29,F,Town,Premium Membership,2017-03-31,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:07:04,9.0,465.35,42557.0,16.0,775.87,No,Yes,Yes,Unsolved,Poor Product Quality,3.0
45,F,City,Premium Membership,2017-05-09,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,03:11:43,23.0,328.67,52513.05,8.0,761.9512891158126,No,Yes,Yes,Unsolved,User Friendly Website,2.0
55,M,City,Gold Membership,2017-02-28,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:25:30,9.0,683.35,12458.18,22.0,251.10520692979023,Yes,Yes,No,Not Applicable,Poor Product Quality,3.0
50,M,City,Silver Membership,2017-03-02,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,21:17:14,12.0,82.62,12736.69,20.0,751.94,No,Yes,No,Not Applicable,Poor Website,3.0
44,M,Village,Gold Membership,2016-06-04,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:34:20,13.0,34.01,65634.94,2.0,814.53,Yes,No,Yes,Solved,Products always in Stock,1.0
38,F,City,Gold Membership,2016-04-21,No,Without Offers,Both,Mobile_Data,04:45:54,18.0,209.17,3632.57,25.0,719.16,Yes,Yes,Yes,Unsolved,Too many ads,4.0
36,M,Village,Premium Membership,2017-04-05,Yes,Without Offers,Smartphone,Mobile_Data,16:50:11,8.0,59.82,67334.7,15.0,841.5,No,Yes,Yes,No Information Available,User Friendly Website,1.0
27,M,City,No Membership,2017-07-15,No,Without Offers,Smartphone,Wi-Fi,09:37:20,11.0,217.728814223213,46920.07,6.0,683.5,No,Yes,Yes,Unsolved,Too many ads,4.0
20,F,City,Platinum Membership,2016-04-03,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:04:45,11.0,98.27,33116.66,26.0,752.1556477260962,Yes,No,No,Not Applicable,Poor Customer Service,3.0
27,F,Town,Gold Membership,2015-06-02,Yes,Credit/Debit Card Offers,Both,Mobile_Data,22:05:28,1.0,245.16,3417.74,18.0,675.06,No,Yes,No,Not Applicable,Poor Customer Service,4.0
24,M,City,Platinum Membership,2016-10-19,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:29:46,18.0,132.66,88763.55,1.0,789.34,Yes,No,No,Not Applicable,Reasonable Price,1.0
12,M,City,Silver Membership,2015-09-02,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:52:07,12.0,70.41,27182.48,17.672047209627866,684.1239576558543,No,Yes,No,Not Applicable,Poor Product Quality,3.0
44,F,Village,Platinum Membership,2015-10-18,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:30:02,7.0,1089.4589521653668,25557.83,21.0,1423.191384543995,Yes,No,No,Not Applicable,Poor Product Quality,3.0
33,F,Town,Silver Membership,2017-06-06,No,Without Offers,Desktop,Fiber_Optic,23:10:11,8.0,46.06,27616.98,13.0,611.04,Yes,No,Yes,Unsolved,Poor Website,4.0
56,M,Town,Silver Membership,2016-09-28,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,08:19:06,16.0,32.52,23776.77,10.0,711.04,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,4.0
10,F,Town,Platinum Membership,2017-08-16,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,07:45:58,13.0,90.87,11931.11,17.090558047041608,754.24,Yes,No,Yes,Unsolved,Poor Product Quality,3.0
24,M,Town,Gold Membership,2017-03-25,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:56:50,22.0,93.49,25220.28,16.0,757.75,No,Yes,Yes,Solved,Poor Product Quality,3.0
44,F,Village,Basic Membership,2015-09-03,Yes,Without Offers,Smartphone,Mobile_Data,04:18:12,13.0,183.53,45527.18,8.0,638.38,No,Yes,No,Not Applicable,Poor Customer Service,4.0
48,M,City,Basic Membership,2015-07-26,Yes,Without Offers,Smartphone,Fiber_Optic,06:52:28,8.0,46.21,28459.2,19.0,535.12,No,Yes,Yes,Unsolved,Too many ads,5.0
32,F,Town,Silver Membership,2017-11-11,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,09:52:44,17.0,32.67,46543.47,8.0,638.37,Yes,No,Yes,Solved,Poor Website,4.0
60,M,Town,No Membership,2016-01-21,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:51:16,19.0,224.5470548412879,20550.26,17.272996962524477,576.78,No,Yes,No,Not Applicable,Poor Product Quality,5.0
14,M,City,Platinum Membership,2015-06-10,No,Without Offers,Smartphone,Fiber_Optic,15:45:12,21.0,137.08,18783.36,17.420265782703286,723.8586559858637,Yes,No,No,Not Applicable,Poor Product Quality,3.0
14,M,Town,Silver Membership,2017-12-26,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,01:40:17,2.0,156.56,32459.54,44.93176427520896,650.02,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
20,M,Town,Silver Membership,2015-07-17,Yes,Without Offers,Smartphone,Wi-Fi,07:47:50,12.0,60.2,40711.87,28.0,725.66,No,Yes,No,Not Applicable,Poor Customer Service,3.0
60,M,Village,Silver Membership,2017-12-30,Yes,Without Offers,Desktop,Fiber_Optic,03:29:04,4.0,664.86,99359.65,4.0,798.69,Yes,No,No,Not Applicable,Products always in Stock,2.0
33,F,City,Silver Membership,2017-02-12,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:02:44,3.0,261.75,8524.34,23.0,1217.4017450708695,Yes,No,Yes,Unsolved,Poor Product Quality,3.0
54,F,City,No Membership,2016-10-03,No,Without Offers,Smartphone,Wi-Fi,05:28:52,7.0,31.91,7078.27,28.0,624.748536374459,Yes,No,No,Not Applicable,Poor Website,5.0
57,F,Village,No Membership,2016-06-09,Yes,Credit/Debit Card Offers,Both,Wi-Fi,22:19:31,21.0,778.49,22644.0,24.0,906.7322298655936,Yes,Yes,No,Not Applicable,Too many ads,5.0
34,F,Town,No Membership,2015-06-23,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,02:35:59,2.0,32.27,19518.01,15.0,603.55,No,Yes,Yes,Unsolved,Poor Website,4.0
62,F,Town,No Membership,2017-07-02,No,Without Offers,Smartphone,Wi-Fi,06:31:01,24.0,31.98,8742.57,29.0,687.5,No,Yes,No,Not Applicable,Poor Website,4.0
22,F,Town,Basic Membership,2015-03-16,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:41:44,22.0,1010.6250169246088,19648.43,17.390495694128127,564.64,Yes,No,No,Not Applicable,Poor Customer Service,5.0
30,F,City,No Membership,2015-12-31,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:12:09,3.0,32.97,49465.11,16.933169619673716,371.1620701070348,Yes,No,Yes,No Information Available,Poor Website,5.0
44,M,Town,No Membership,2016-07-11,No,Without Offers,Smartphone,Mobile_Data,11:03:30,11.0,33.59,23487.24,16.0,625.5510849135836,No,Yes,No,Not Applicable,Poor Product Quality,5.0
63,M,Town,Basic Membership,2015-11-29,Yes,Credit/Debit Card Offers,Both,Wi-Fi,21:27:32,19.0,364.23,11568.62,27.0,574.59,Yes,No,Yes,Solved,No reason specified,5.0
49,M,City,No Membership,2017-01-18,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11:23:56,13.0,150.91,17129.53,15.0,639.82,No,Yes,Yes,No Information Available,Poor Product Quality,4.0
38,F,City,Basic Membership,2017-05-07,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,07:06:03,9.0,1252.6,47242.97,11.0,619.53,Yes,No,Yes,No Information Available,No reason specified,4.0
13,M,City,Silver Membership,2015-04-07,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:53:28,11.0,135.88,6253.51,16.0,444.7131507823226,Yes,No,No,Not Applicable,Poor Website,3.0
59,M,Village,Basic Membership,2016-03-13,Yes,Without Offers,Both,Fiber_Optic,06:02:08,10.0,775.02,19425.8,23.0,655.18,Yes,No,No,Not Applicable,Poor Product Quality,5.0
41,F,City,No Membership,2015-06-02,Yes,Without Offers,Smartphone,Fiber_Optic,07:54:24,13.0,262.61,34035.77,15.0,715.13,Yes,No,Yes,Solved,Poor Website,4.0
