age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,points_per_transaction,transaction_value_per_time_unit,last_visit_hour,last_visit_time_of_day,last_visit_AMPM,joining_day_name,is_weekend
64,F,Town,Silver Membership,2017-08-03,Yes,Credit/Debit Card Offers,Both,Mobile_Data,18:51:11,7.0,363.07,10766.46,15.0,649.5,Yes,No,No,Not Applicable,Poor Customer Service,4.0,0.060326235364270155,29.653951028727242,18,Evening,PM,Thursday,0
33,F,City,Silver Membership,2016-04-21,Yes,Credit/Debit Card Offers,Both,Mobile_Data,03:42:03,16.0,909.47,44103.9,10.0,750.99,Yes,Yes,No,Not Applicable,Poor Customer Service,3.0,0.01702774584560549,48.494067973654985,3,Night,AM,Thursday,0
16,F,Town,Gold Membership,2017-03-26,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:23:34,15.0,70.32,21581.8,19.0,697.25,No,Yes,No,Not Applicable,Poor Customer Service,4.0,0.03230731449647388,306.90841865756545,19,Evening,PM,Sunday,1
59,F,City,Silver Membership,2016-12-28,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:52:30,26.0,31.52,45954.2,16.83359715241065,726.64,Yes,No,Yes,Solved,Poor Customer Service,3.0,0.01581226525540647,1457.9378172588831,8,Morning,AM,Wednesday,0
64,F,Village,Platinum Membership,2016-04-15,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:06:45,16.0,50.97,49055.65,25.0,790.16,Yes,No,Yes,Solved in Follow-up,Poor Website,3.0,0.016107420857740137,962.4416323327448,2,Night,AM,Friday,0
28,F,Village,Basic Membership,2016-11-25,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,22:52:37,11.0,679.26,32375.21,23.0,638.4200325624429,Yes,No,No,Not Applicable,Poor Product Quality,5.0,0.01971940977564139,47.662470924241084,22,Night,PM,Friday,0
26,M,Town,Silver Membership,2017-08-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:22:44,15.0,153.14,36914.51,18.0,769.25,No,Yes,No,Not Applicable,Too many ads,3.0,0.020838689176695017,241.05073788690092,1,Night,AM,Monday,0
22,F,City,Gold Membership,2017-03-11,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:46:53,17.0,73.4,33307.54,7.0,722.24,No,Yes,No,Not Applicable,User Friendly Website,2.0,0.02168397906299895,453.78119891008174,3,Night,AM,Saturday,1
48,F,Town,Platinum Membership,2017-11-20,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:51:11,6.0,606.7,95775.99,2.0,750.07,Yes,Yes,Yes,No Information Available,Quality Customer Care,2.0,0.007831503490592997,157.86383715180483,13,Afternoon,PM,Monday,0
25,F,Town,No Membership,2015-10-19,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:32:26,10.0,180.45,12486.62,15.0,866.1366567622006,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5.0,0.06936518103075136,69.19711831532281,19,Evening,PM,Monday,0
62,M,Town,Silver Membership,2015-05-29,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:00:18,11.0,47.16,66996.62,18.0,739.92,No,Yes,Yes,Solved,Reasonable Price,2.0,0.011044139241651296,1420.6238337574216,1,Night,AM,Friday,0
47,M,Village,No Membership,2015-10-31,No,Credit/Debit Card Offers,Desktop,Wi-Fi,07:56:54,19.0,317.52,39592.95,17.542321410247805,710.3,No,Yes,Yes,Unsolved,Poor Website,4.0,0.01794006256164292,124.6943499622071,7,Morning,AM,Saturday,1
59,M,City,No Membership,2017-02-02,No,Without Offers,Desktop,Wi-Fi,13:42:49,11.0,399.61,8058.06,11.0,573.32,Yes,No,No,Not Applicable,Poor Website,5.0,0.0711486387542411,20.164810690423163,13,Afternoon,PM,Thursday,0
10,M,City,Platinum Membership,2017-11-12,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:17:46,24.0,202.32,14607.11,10.886028664771269,842.36,Yes,No,No,Not Applicable,User Friendly Website,1.0,0.05766780697893012,72.1980525899565,22,Night,PM,Sunday,1
56,M,Village,Basic Membership,2015-09-08,Yes,Without Offers,Smartphone,Mobile_Data,21:24:16,11.0,81.51,48761.34,15.0,539.76,No,Yes,No,Not Applicable,Poor Website,5.0,0.011069425081427213,598.2252484357747,21,Night,PM,Tuesday,0
29,M,City,Gold Membership,2015-08-29,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:02:49,10.0,217.16,2285.01,28.0,775.51,Yes,No,Yes,Unsolved,Too many ads,3.0,0.33939019960525335,10.522241665131702,3,Night,AM,Saturday,1
19,F,Village,Basic Membership,2016-05-24,No,Credit/Debit Card Offers,Desktop,Mobile_Data,17:45:40,16.0,321.88,15266.25,27.0,505.79,Yes,No,Yes,Solved in Follow-up,Poor Website,5.0,0.03313125358224842,47.42838946191127,17,Evening,PM,Tuesday,0
16,M,Town,Platinum Membership,2017-12-24,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:51:56,10.0,246.38,2053.86,8.0,805.52,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,1.0,0.39219810503150165,8.336147414562872,21,Night,PM,Sunday,1
36,M,City,No Membership,2015-01-05,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14:15:26,2.0,155.97,28181.45,23.0,31.12219939998425,Yes,No,Yes,No Information Available,Poor Customer Service,5.0,0.0011043505355467604,180.68506764121307,14,Afternoon,PM,Monday,0
29,M,Town,Basic Membership,2016-10-13,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:44:50,5.0,214.11,48036.32,11.0,512.55,Yes,No,Yes,Unsolved,Too many ads,5.0,0.01067005132782861,224.35346317313528,9,Morning,AM,Thursday,0
41,F,City,Gold Membership,2015-07-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:22:09,10.0,161.62,33057.23,13.0,711.41,Yes,No,No,Not Applicable,Poor Product Quality,4.0,0.02152055692506601,204.53675287711917,18,Evening,PM,Tuesday,0
12,M,Village,Basic Membership,2015-03-30,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,02:56:47,14.0,49.2,42317.72,9.0,625.23,Yes,No,No,Not Applicable,Too many ads,5.0,0.014774661772893247,860.1162601626016,2,Night,AM,Monday,0
62,M,City,Platinum Membership,2017-05-14,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:38:01,14.0,1459.92,20345.19,8.0,752.794988948401,Yes,Yes,Yes,Solved,Poor Product Quality,3.0,0.03700112847058205,13.935825250698667,8,Morning,AM,Sunday,1
24,F,City,Platinum Membership,2016-12-09,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:33:22,17.0,657.7,80915.31,11.0,744.3,Yes,Yes,No,Not Applicable,Quality Customer Care,2.0,0.00919850643839837,123.02768739546904,7,Morning,AM,Friday,0
12,M,City,Platinum Membership,2017-01-03,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:25:20,17.0,104.4,69985.72,19.0,753.66,No,Yes,Yes,Solved,Products always in Stock,1.0,0.010768768257295917,670.3613026819924,5,Morning,AM,Tuesday,0
41,M,Town,Basic Membership,2016-11-12,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:11:47,11.0,45.7,31976.51,18.0,535.9,No,Yes,No,Not Applicable,Poor Product Quality,5.0,0.016759177283574723,699.7048140043763,16,Afternoon,PM,Saturday,1
11,F,Town,Platinum Membership,2016-05-08,No,Without Offers,Desktop,Mobile_Data,08:45:57,1.0,137.85,39034.65,6.0,401.4367301221832,No,Yes,No,Not Applicable,Poor Website,3.0,0.010284112451941625,283.1675734494016,8,Morning,AM,Sunday,1
30,F,City,Premium Membership,2016-02-13,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:46:46,6.0,233.48,37557.83,32.41773540489865,707.06,No,Yes,Yes,Unsolved,Poor Customer Service,3.0,0.018825901283434105,160.86101593284224,7,Morning,AM,Saturday,1
54,M,City,Premium Membership,2017-05-23,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:18:51,1.0,33.68,81658.44,5.0,377.0162864333802,No,Yes,No,Not Applicable,Reasonable Price,2.0,0.00461699104750691,2424.5380047505937,9,Morning,AM,Tuesday,0
19,F,City,Gold Membership,2017-01-26,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:12:56,19.0,416.43,26149.75,6.0,789.46,No,Yes,No,Not Applicable,Products always in Stock,1.0,0.030189963575177583,62.79506759839589,21,Night,PM,Thursday,0
55,F,City,Basic Membership,2016-11-11,Yes,Without Offers,Both,Fiber_Optic,02:06:57,5.0,880.0,15447.98,9.0,561.94,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0,0.03637627702780558,17.554522727272726,2,Night,AM,Friday,0
35,F,City,Silver Membership,2016-04-01,No,Without Offers,Desktop,Fiber_Optic,12:49:12,17.0,281.91,3630.17,24.0,786.03,Yes,Yes,No,Not Applicable,Poor Product Quality,3.0,0.21652704969739708,12.87705296016459,12,Afternoon,PM,Friday,0
10,F,Village,Gold Membership,2017-02-04,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:17:01,10.0,59.49,37601.55,6.0,766.48,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0,0.0203842660741379,632.0650529500757,13,Afternoon,PM,Saturday,1
31,F,City,Platinum Membership,2017-02-22,No,Without Offers,Smartphone,Fiber_Optic,12:27:40,5.0,423.9,31765.08,19.0,824.25,Yes,No,No,Not Applicable,User Friendly Website,1.0,0.025948305497735247,74.93531493276717,12,Afternoon,PM,Wednesday,0
12,F,Village,Platinum Membership,2017-02-20,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:52:04,13.0,253.12234634830403,36976.45,22.0,748.34,Yes,No,No,Not Applicable,Too many ads,3.0,0.020238286801464177,146.08133392189436,6,Morning,AM,Monday,0
46,F,City,Silver Membership,2017-08-02,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:18:05,5.0,34.72,32811.17,26.0,746.06,Yes,No,No,Not Applicable,Too many ads,3.0,0.022737988313126293,945.0221774193549,22,Night,PM,Wednesday,0
21,M,City,Platinum Membership,2015-03-21,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,17:33:06,11.0,53.13,18519.18,5.0,750.47,Yes,Yes,No,Not Applicable,Too many ads,3.0,0.040523932485131635,348.5635234330886,17,Evening,PM,Saturday,1
45,M,Village,Premium Membership,2016-04-10,No,Without Offers,Smartphone,Fiber_Optic,23:24:16,19.0,33.79,39529.69,13.0,798.51,Yes,No,No,Not Applicable,Too many ads,3.0,0.020200259602339406,1169.863569103285,23,Night,PM,Sunday,1
46,F,City,Gold Membership,2016-01-06,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,01:03:00,20.0,252.48,20793.12,22.0,295.6274237513815,Yes,No,Yes,Solved in Follow-up,Too many ads,3.0,0.01421755964239044,82.3555133079848,1,Night,AM,Wednesday,0
36,F,City,Silver Membership,2017-11-19,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:31:29,5.0,30.66,33130.29,22.0,720.5448409587235,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4.0,0.021748823839414733,1080.5704500978475,4,Night,AM,Sunday,1
54,M,City,Platinum Membership,2016-11-15,Yes,Without Offers,Smartphone,Wi-Fi,14:03:16,20.0,39.49,7822.5,11.0,716.16,No,Yes,No,Not Applicable,Poor Website,3.0,0.09155129434324065,198.08812357558875,14,Afternoon,PM,Tuesday,0
40,F,Town,Platinum Membership,2015-04-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:51:18,17.0,1180.0519077687377,54814.0,11.0,758.7643016327278,Yes,No,Yes,Solved in Follow-up,Reasonable Price,2.0,0.01384252748627591,46.45049903240549,22,Night,PM,Sunday,1
32,M,City,Gold Membership,2016-11-11,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15:43:19,20.0,32.81,20975.82,14.0,729.09,No,Yes,No,Not Applicable,Poor Customer Service,3.0,0.034758593466191076,639.3117951843949,15,Afternoon,PM,Friday,0
63,M,City,Platinum Membership,2017-10-09,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:05:29,3.0,1314.43,41205.36,8.0,750.4839865321139,No,Yes,Yes,No Information Available,Too many ads,3.0,0.018213261248830586,31.34846283179781,8,Morning,AM,Monday,0
55,F,Village,Silver Membership,2017-02-07,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,08:21:57,11.0,209.63587774110084,8274.32,23.0,457.0178184035885,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,3.0,0.05523327819126991,39.469961388091875,8,Morning,AM,Tuesday,0
45,M,Village,Basic Membership,2016-03-31,Yes,Without Offers,Smartphone,Mobile_Data,18:10:07,17.0,536.17,23174.41,14.0,673.51,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,5.0,0.029062660063406145,43.2221310405282,18,Evening,PM,Thursday,0
46,M,City,Premium Membership,2016-06-30,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,01:41:22,10.0,212.79,41753.69,17.0,797.13,Yes,No,No,Not Applicable,User Friendly Website,1.0,0.019091246785613438,196.22017012077637,1,Night,AM,Thursday,0
37,F,City,No Membership,2016-09-19,Yes,Without Offers,Desktop,Wi-Fi,01:17:11,3.0,269.81,9269.2,19.0,591.94,Yes,No,Yes,Unsolved,Poor Customer Service,5.0,0.06386095887455229,34.3545457914829,1,Night,AM,Monday,0
33,F,Town,Gold Membership,2016-10-11,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,20:48:58,11.0,421.25,1283.85,10.0,643.75,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4.0,0.5014215056276045,3.047715133531157,20,Evening,PM,Tuesday,0
12,F,Town,Platinum Membership,2016-04-29,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:26:40,15.0,55.1,42306.42,17.0,1112.7428057732775,No,Yes,No,Not Applicable,Poor Customer Service,3.0,0.02630198456341325,767.8116152450091,18,Evening,PM,Friday,0
29,F,Town,Premium Membership,2017-01-21,No,Gift Vouchers/Coupons,Both,Wi-Fi,21:53:47,12.0,1455.4617592302725,65263.62,16.0,429.5540724861363,Yes,Yes,Yes,No Information Available,User Friendly Website,2.0,0.00658183031352132,44.84049105798215,21,Night,PM,Saturday,1
28,M,City,No Membership,2015-05-19,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17:11:17,24.0,31.03,24954.93,8.0,588.55,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5.0,0.023584518169355712,804.2194650338382,17,Evening,PM,Tuesday,0
60,F,Town,Basic Membership,2015-12-31,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:42:59,16.0,156.17,30670.11,16.0,568.34,No,Yes,No,Not Applicable,Too many ads,5.0,0.018530745406521203,196.38925529871295,17,Evening,PM,Thursday,0
56,F,City,No Membership,2016-06-21,Yes,Without Offers,Smartphone,Fiber_Optic,23:00:44,14.0,158.95,1460.61,12.0,636.77,Yes,No,No,Not Applicable,Poor Website,5.0,0.43596168724026263,9.189116074237182,23,Night,PM,Tuesday,0
37,F,Town,Gold Membership,2015-02-24,No,Without Offers,Desktop,Mobile_Data,13:47:38,10.0,275.57,36800.43,13.0,291.37329462089514,Yes,No,No,Not Applicable,Reasonable Price,1.0,0.007917660055083464,133.54294734550206,13,Afternoon,PM,Tuesday,0
58,M,Town,Premium Membership,2017-11-23,No,Without Offers,Desktop,Fiber_Optic,08:46:37,10.0,122.7,34795.92,13.0,769.03,Yes,No,No,Not Applicable,Poor Website,3.0,0.02210115438821563,283.5853300733496,8,Morning,AM,Thursday,0
25,M,Village,Gold Membership,2015-02-06,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12:40:32,18.0,214.65,82591.46,14.0,757.23,Yes,No,Yes,Unsolved,Products always in Stock,1.0,0.009168381331435478,384.77269974376895,12,Afternoon,PM,Friday,0
19,M,City,Basic Membership,2015-05-08,Yes,Without Offers,Desktop,Fiber_Optic,22:10:16,16.0,34.93,2493.25,22.0,628.2856756712538,No,Yes,No,Not Applicable,Poor Product Quality,4.0,0.25199465583926756,71.37847122817062,22,Night,PM,Friday,0
45,M,City,Basic Membership,2016-03-21,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:57:03,19.0,57.43,9976.64,20.0,1039.5757122577809,Yes,No,Yes,Solved,Poor Customer Service,5.0,0.10420098472609826,173.7182657147832,11,Morning,AM,Monday,0
63,F,Village,No Membership,2016-05-21,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:43:42,8.0,397.05,45805.89,5.0,632.56,Yes,No,No,Not Applicable,Poor Customer Service,5.0,0.013809577763907654,115.36554590102001,17,Evening,PM,Saturday,1
20,F,Town,Basic Membership,2015-10-26,Yes,Without Offers,Desktop,Mobile_Data,04:14:50,7.0,923.8838672905624,15364.32,15.0,615.55,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5.0,0.04006360190363127,16.630142103312544,4,Night,AM,Monday,0
19,F,City,Platinum Membership,2016-02-27,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20:15:59,21.0,30.43,25760.6,24.0,781.41,Yes,No,Yes,Solved,Poor Product Quality,3.0,0.030333532604054254,846.552744002629,20,Evening,PM,Saturday,1
50,M,City,Premium Membership,2016-09-16,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16:04:41,16.0,31.57,34680.55,25.0,703.88,No,Yes,No,Not Applicable,Poor Product Quality,3.0,0.020296102570460963,1098.5286664554958,16,Afternoon,PM,Friday,0
31,M,City,Basic Membership,2015-07-17,No,Without Offers,Smartphone,Mobile_Data,03:48:27,10.0,429.56,31845.43,8.0,645.01,Yes,No,No,Not Applicable,Poor Product Quality,4.0,0.020254397569761187,74.1349986032219,3,Night,AM,Friday,0
38,F,City,Gold Membership,2016-09-25,No,Without Offers,Desktop,Wi-Fi,09:06:27,20.0,151.79,28503.85,11.0,744.78,No,Yes,Yes,Solved,Poor Website,3.0,0.026129101858170037,187.78476843006786,9,Morning,AM,Sunday,1
40,M,City,Premium Membership,2017-10-08,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:10:54,14.0,600.56,22154.17,26.0,740.86,No,Yes,Yes,Solved in Follow-up,Too many ads,3.0,0.033441108378242115,36.88918675902491,11,Morning,AM,Sunday,1
29,M,City,Basic Membership,2017-03-25,Yes,Without Offers,Smartphone,Mobile_Data,09:19:23,12.0,111.58,41779.75,21.0,648.9960322947223,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5.0,0.015533746187919324,374.4376232299695,9,Morning,AM,Saturday,1
58,M,City,Silver Membership,2017-08-18,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13:24:30,14.0,34.25,40277.98,10.0,632.55,Yes,No,No,Not Applicable,Poor Customer Service,4.0,0.015704610807195395,1175.9994160583942,13,Afternoon,PM,Friday,0
57,M,Village,Gold Membership,2017-10-04,No,Without Offers,Both,Fiber_Optic,22:27:32,3.0,300.58,10697.23,17.0,625.92,No,Yes,No,Not Applicable,Poor Product Quality,4.0,0.05851234384976298,35.588628651274206,22,Night,PM,Wednesday,0
22,M,Town,No Membership,2017-03-15,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:12:49,16.0,212.21,30194.54,10.0,640.2953961604835,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4.0,0.02120566818240925,142.2861316620329,12,Afternoon,PM,Wednesday,0
40,M,City,Silver Membership,2017-10-10,No,Without Offers,Desktop,Fiber_Optic,00:41:50,15.0,31.95,89449.4,10.0,1029.3170345735334,Yes,No,No,Not Applicable,User Friendly Website,2.0,0.011507254767203955,2799.6682316118936,0,Night,AM,Tuesday,0
55,F,Town,Gold Membership,2017-02-10,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:17:11,5.0,316.19,45142.23,13.0,749.86,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,2.0,0.016611053552294603,142.76931591764446,3,Night,AM,Friday,0
36,F,Town,Silver Membership,2017-01-10,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:13:52,16.0,30.42,46416.37,10.0,732.92,Yes,No,Yes,Solved,Too many ads,3.0,0.01579011887400932,1525.8504273504273,0,Night,AM,Tuesday,0
31,F,Village,Gold Membership,2017-10-15,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:07:17,14.0,356.58,78564.48,13.0,771.82,Yes,Yes,No,Not Applicable,Quality Customer Care,2.0,0.009824032438068706,220.32778058219753,2,Night,AM,Sunday,1
19,M,Town,Platinum Membership,2016-06-04,No,Credit/Debit Card Offers,Desktop,Mobile_Data,07:44:37,1.0,140.56,40063.57,19.0,218.0178619673893,Yes,No,No,Not Applicable,Poor Product Quality,3.0,0.005441798171440771,285.0282441661924,7,Morning,AM,Saturday,1
21,F,Village,Silver Membership,2017-11-11,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,05:59:26,18.0,33.16,79632.6,10.624057418304911,745.13,Yes,No,No,Not Applicable,User Friendly Website,2.0,0.009357097470131578,2401.4656212303985,5,Morning,AM,Saturday,1
10,M,Town,Basic Membership,2015-01-26,No,Without Offers,Desktop,Mobile_Data,21:10:41,16.0,68.25,14333.29,25.0,501.03,No,Yes,No,Not Applicable,Poor Website,5.0,0.03495568707533302,210.0115750915751,21,Night,PM,Monday,0
15,F,City,Basic Membership,2017-12-08,No,Without Offers,Smartphone,Wi-Fi,00:16:47,15.0,30.84,35869.4,10.0,580.86,Yes,No,Yes,Solved,Too many ads,5.0,0.01619374731665431,1163.0804150453957,0,Night,AM,Friday,0
17,F,City,Basic Membership,2015-11-23,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:50:39,13.0,230.98,7969.78,22.0,635.6380009425968,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0,0.07975602851554206,34.504199497792015,10,Morning,AM,Monday,0
14,M,Town,Platinum Membership,2016-05-03,No,Gift Vouchers/Coupons,Both,Fiber_Optic,21:26:13,15.0,354.14,41059.17,15.0,788.7,No,Yes,Yes,Unsolved,Quality Customer Care,1.0,0.019208863695978268,115.94050375557688,21,Night,PM,Tuesday,0
23,F,Town,Basic Membership,2015-06-21,Yes,Without Offers,Smartphone,Wi-Fi,09:55:59,11.0,34.94,23219.18,20.0,642.41,Yes,No,Yes,Solved in Follow-up,Too many ads,5.0,0.027667213054035498,664.5443617630224,9,Morning,AM,Sunday,1
51,M,Town,Silver Membership,2015-01-07,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:00:04,20.0,161.11,11365.51,17.581809937644493,684.86,No,Yes,No,Not Applicable,Poor Website,4.0,0.06025774470305336,70.54503134504375,12,Afternoon,PM,Wednesday,0
40,M,Village,Premium Membership,2016-09-13,Yes,Without Offers,Desktop,Wi-Fi,09:31:48,9.0,512.46,37322.76,16.25586439086417,782.56,No,Yes,Yes,No Information Available,Poor Product Quality,3.0,0.020967366829248425,72.83058189907504,9,Morning,AM,Tuesday,0
35,F,Village,No Membership,2016-12-29,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:58:35,11.0,321.69,7430.55,29.0,527.07,Yes,Yes,No,Not Applicable,Too many ads,5.0,0.0709328380806266,23.09847990301222,7,Morning,AM,Thursday,0
63,F,Town,Gold Membership,2016-11-10,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:04:45,13.0,167.27,25811.79,7.0,719.32,Yes,No,Yes,No Information Available,Poor Product Quality,3.0,0.027867885179602037,154.31213008907753,12,Afternoon,PM,Thursday,0
13,M,Town,Basic Membership,2017-06-11,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,00:12:56,12.0,227.68,41350.38,21.0,923.7159689505488,No,Yes,No,Not Applicable,Poor Customer Service,4.0,0.022338754056203326,181.61621574139141,0,Night,AM,Sunday,1
49,M,City,Silver Membership,2017-08-13,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:20:15,13.0,81.33,38340.32,13.0,711.4914834997642,Yes,No,No,Not Applicable,Too many ads,3.0,0.018557265132366246,471.4166974056314,0,Night,AM,Sunday,1
27,F,Village,Silver Membership,2016-11-11,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,16:34:29,7.0,54.24,18053.75,28.0,698.34,Yes,No,No,Not Applicable,Poor Website,4.0,0.038681160423734685,332.84937315634215,16,Afternoon,PM,Friday,0
45,F,Town,No Membership,2016-01-28,Yes,Without Offers,Smartphone,Fiber_Optic,11:50:11,18.0,182.19,11470.9,23.0,598.62,No,Yes,Yes,Solved in Follow-up,Poor Website,5.0,0.05218596622758458,62.96119435753883,11,Morning,AM,Thursday,0
40,M,City,Silver Membership,2016-08-19,No,Without Offers,Smartphone,Mobile_Data,12:50:21,11.0,114.85,1557.72,22.0,671.21,No,Yes,Yes,Solved,Too many ads,4.0,0.4308925866009296,13.563082281236396,12,Afternoon,PM,Friday,0
44,F,Town,Silver Membership,2015-03-16,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:52:17,6.0,359.73,2755.61,8.0,749.53,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3.0,0.2720014806159072,7.660217385261168,15,Afternoon,PM,Monday,0
39,F,City,Gold Membership,2017-06-23,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:45:39,13.0,253.6,35544.68,20.0,1065.0270417048623,Yes,No,Yes,No Information Available,Too many ads,3.0,0.029963050496019723,140.16041009463723,19,Evening,PM,Friday,0
45,M,City,Basic Membership,2015-09-05,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,07:54:07,14.0,36.97,38967.82,19.49735755976511,1205.8665673483556,No,Yes,No,Not Applicable,Poor Customer Service,4.0,0.030945189321557008,1054.0389505004057,7,Morning,AM,Saturday,1
12,M,City,Basic Membership,2017-05-03,Yes,Without Offers,Smartphone,Fiber_Optic,13:20:50,14.0,116.42,6977.37,16.0,687.13,Yes,No,Yes,Solved in Follow-up,Too many ads,4.0,0.09847979969530067,59.932743514859986,13,Afternoon,PM,Wednesday,0
21,M,Town,Platinum Membership,2017-02-05,Yes,Without Offers,Smartphone,Fiber_Optic,01:32:49,3.0,566.34,38034.43,11.0,794.13,Yes,No,No,Not Applicable,Too many ads,3.0,0.020879240204204452,67.15829713599604,1,Night,AM,Sunday,1
37,F,Village,Gold Membership,2017-07-22,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:59:46,13.0,440.7,53193.98,10.0,797.69,Yes,No,No,Not Applicable,User Friendly Website,2.0,0.01499586983339092,120.70338098479692,19,Evening,PM,Saturday,1
27,F,Town,Gold Membership,2016-07-18,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:10:42,8.0,249.7177006246183,3847.56,18.0,762.41,Yes,No,No,Not Applicable,User Friendly Website,1.0,0.19815415484099014,15.407638266635114,7,Morning,AM,Monday,0
33,F,Town,Platinum Membership,2015-03-20,No,Without Offers,Desktop,Wi-Fi,02:16:13,14.0,320.28,14155.74,8.0,734.79,No,Yes,Yes,No Information Available,Too many ads,3.0,0.051907565411628075,44.198014237542154,2,Night,AM,Friday,0
18,M,City,Silver Membership,2016-12-25,No,Without Offers,Desktop,Wi-Fi,04:06:03,13.0,208.87636539965175,31274.61,24.0,721.64,No,Yes,Yes,Solved,Poor Customer Service,3.0,0.023074308520553893,149.72785427475722,4,Night,AM,Sunday,1
