age,gender,membership_category,joining_date,joined_through_referral,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,feedback,churn_risk_score,log_avg_time_spent,points_per_transaction,transaction_value_per_time_unit,last_visit_hour,region_category_Town,region_category_Village,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,last_visit_time_of_day_Evening,last_visit_time_of_day_Morning,last_visit_time_of_day_Night,complaint_status_Not Applicable,complaint_status_Solved,complaint_status_Solved in Follow-up,complaint_status_Unsolved
11,0.0,4,2017-08-11,0.0,1900-01-01 10:27:32,11.0,4.495913200051142,10898.47,723.1,0.0,1.0,0.0,1,3.0,4.495913200051142,0.06634876271623448,2424.083721161705,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
37,1.0,5,2016-02-13,0.0,1900-01-01 04:47:28,13.0,3.572345637857985,51580.86,813.03,0.0,1.0,0.0,2,1.0,3.572345637857985,0.015762242040943092,14438.93319094633,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
52,1.0,0,2016-07-24,1.0,1900-01-01 18:34:20,18.0,7.146091208471947,26973.01,711.43,0.0,1.0,0.0,0,4.0,7.146091208471947,0.02637562511562484,3774.5124170850954,18,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
17,1.0,2,2017-02-11,1.0,1900-01-01 12:05:47,11.0,7.4080637913051826,56864.32,1081.67249173971,0.0,1.0,1.0,2,2.0,7.4080637913051826,0.019021989390530125,7676.003015354895,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,1.0,1,2016-02-14,0.0,1900-01-01 14:32:32,17.0,4.134526351854933,23975.31,637.63,0.0,1.0,1.0,0,5.0,4.134526351854933,0.026595276557425118,5798.804496491746,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,1.0,1,2015-06-02,1.0,1900-01-01 08:19:36,10.0,6.353848165513696,6708.44,544.12,1.0,0.0,1.0,0,5.0,6.353848165513696,0.08110976620495973,1055.8074139087703,8,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
13,1.0,5,2016-06-28,1.0,1900-01-01 06:16:10,13.0,4.979557338525394,31106.77,744.7853338426962,1.0,0.0,0.0,0,3.0,4.979557338525394,0.02394286947319494,6246.894630439521,6,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
30,1.0,5,2017-12-31,0.0,1900-01-01 16:10:51,15.0,4.647558952479878,17668.29,775.79,0.0,1.0,0.0,0,3.0,4.647558952479878,0.04390860688838591,3801.627947198481,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22,0.0,4,2016-12-09,0.0,1900-01-01 00:37:48,13.0,4.333361462692601,28164.46,736.58,1.0,0.0,1.0,0,3.0,4.333361462692601,0.02615281812610645,6499.448578771358,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
44,1.0,1,2016-07-11,0.0,1900-01-01 12:02:54,13.0,4.807130958034395,11421.01,669.24,1.0,0.0,0.0,0,5.0,4.807130958034395,0.058597269418378936,2375.8474856840553,12,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
62,1.0,0,2015-03-23,0.0,1900-01-01 01:31:50,20.0,4.616505695651837,31202.92,682.34,1.0,0.0,1.0,1,5.0,4.616505695651837,0.021867825190719333,6758.990902879032,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
16,1.0,5,2017-05-07,1.0,1900-01-01 00:37:34,4.0,3.497718948652777,41266.39,219.1005918945704,0.0,1.0,1.0,0,3.0,3.497718948652777,0.005309419890971089,11798.08629732662,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
59,0.0,3,2017-06-13,0.0,1900-01-01 21:38:51,13.0,6.92719509537236,17878.16,646.9,0.0,1.0,1.0,0,4.0,6.92719509537236,0.036183813099334605,2580.8656684064404,21,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
19,1.0,5,2016-02-04,1.0,1900-01-01 05:28:38,6.0,4.696198484335655,13125.47,774.73,0.0,1.0,0.0,1,3.0,4.696198484335655,0.05902493396426947,2794.913810346921,5,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
18,1.0,1,2016-02-11,1.0,1900-01-01 13:22:51,21.0,3.573749146860305,9109.35,619.0961734853626,0.0,1.0,0.0,0,5.0,3.573749146860305,0.06796271671253849,2548.9617837343067,13,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
15,1.0,1,2015-07-03,1.0,1900-01-01 13:52:46,16.0,3.984529696214894,37771.02,682.1,1.0,0.0,0.0,1,4.0,3.984529696214894,0.01805881863926365,9479.417366591746,13,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
17,1.0,3,2017-09-20,0.0,1900-01-01 17:02:46,13.0,5.565822241561,23705.88,708.29,0.0,1.0,0.0,1,4.0,5.565822241561,0.029878241178981753,4259.187406846002,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
16,0.0,1,2017-01-30,0.0,1900-01-01 17:04:39,18.0,5.220085518278463,37777.14,544.7,0.0,1.0,0.0,0,5.0,5.220085518278463,0.014418772834576678,7236.881439532155,17,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0
26,1.0,3,2016-03-21,0.0,1900-01-01 01:44:52,16.0,5.503622759732367,12381.42,701.97,0.0,1.0,1.0,0,4.0,5.503622759732367,0.05669543558008694,2249.685441849232,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
57,0.5,2,2017-09-07,0.0,1900-01-01 18:04:55,19.0,3.732178378509084,45277.75,725.73,0.0,1.0,0.0,1,3.0,3.732178378509084,0.01602840247141256,12131.721854647092,18,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
56,1.0,5,2015-11-01,0.0,1900-01-01 13:17:38,7.0,3.5832411220909397,84710.19,848.83,0.0,1.0,0.0,2,1.0,3.5832411220909397,0.010020400143123278,23640.661377141376,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
16,1.0,2,2017-09-16,0.0,1900-01-01 22:43:20,11.0,5.559296056165268,15418.1,672.4,1.0,1.0,1.0,0,4.0,5.559296056165268,0.043611080483328034,2773.390703468887,22,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
45,0.0,2,2015-10-23,1.0,1900-01-01 15:10:47,10.0,5.100902476306427,5687.53,754.11,1.0,0.0,1.0,0,3.0,5.100902476306427,0.1325900698545766,1115.0046538663391,15,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
22,0.0,5,2017-11-26,0.0,1900-01-01 07:02:19,6.0,6.011144617874809,97446.52,755.02,0.0,1.0,0.0,2,2.0,6.011144617874809,0.007748044773687146,16210.97581153378,7,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
54,0.0,1,2016-07-12,0.0,1900-01-01 16:17:52,16.0,7.082421706924009,20320.55,680.87,1.0,0.0,1.0,0,5.0,7.082421706924009,0.03350647497238018,2869.1527899466873,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,0.0,3,2016-06-18,0.0,1900-01-01 07:42:23,10.0,4.5803650670691205,48791.14,1049.5300885821327,1.0,0.0,0.0,0,3.0,4.5803650670691205,0.02151066953102823,10652.238257336205,7,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
23,1.0,3,2015-03-27,1.0,1900-01-01 09:02:27,8.0,5.571811768288968,37438.06,737.42,1.0,0.0,1.0,0,3.0,5.571811768288968,0.01969706763651749,6719.189656239365,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
45,0.0,3,2015-03-18,1.0,1900-01-01 19:39:46,23.0,3.827336197260952,45673.93,932.370050716556,1.0,0.0,1.0,0,4.0,3.827336197260952,0.020413615616535645,11933.608035972049,19,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
42,1.0,5,2015-04-01,0.0,1900-01-01 15:35:53,6.0,4.651576558802248,35914.16,810.32,0.0,1.0,0.0,2,1.0,4.651576558802248,0.022562688365814487,7720.857551412133,15,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
20,1.0,1,2017-02-10,1.0,1900-01-01 16:19:55,10.0,5.811290682371486,6018.63,650.47,0.0,1.0,0.0,1,4.0,5.811290682371486,0.10807609040595617,1035.6787035722505,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39,0.0,2,2017-04-28,0.0,1900-01-01 02:26:05,13.0,6.011634753897365,24001.29,711.34,1.0,1.0,0.0,0,4.0,6.011634753897365,0.029637573647083137,3992.4730930201436,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
48,1.0,1,2016-02-05,0.0,1900-01-01 11:17:08,10.0,5.782193081947429,29063.63,562.62,1.0,0.0,0.0,1,5.0,5.782193081947429,0.019358215061229447,5026.402541059982,11,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
33,1.0,2,2017-07-05,0.0,1900-01-01 07:17:27,8.0,5.725935279297334,46697.49,786.75,1.0,0.0,0.0,0,3.0,5.725935279297334,0.016847800599132844,8155.434478772268,7,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
23,1.0,4,2016-02-11,0.0,1900-01-01 01:35:37,6.0,5.909956182550611,63753.59,794.95,1.0,1.0,1.0,2,2.0,5.909956182550611,0.012469101739996134,10787.489455206976,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,1.0,1,2016-03-05,0.0,1900-01-01 10:28:42,18.0,5.876782947024367,21738.29,695.21,0.0,1.0,1.0,1,4.0,5.876782947024367,0.031980896381454106,3699.0118906819425,10,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
56,1.0,0,2016-09-20,1.0,1900-01-01 03:56:17,19.0,3.8308129500026022,25929.38,657.9,0.0,1.0,1.0,1,5.0,3.8308129500026022,0.025372762480244417,6768.636406531514,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
49,0.0,0,2017-12-17,1.0,1900-01-01 17:40:58,9.0,3.849509100038904,47377.16,380.30203634789046,0.0,1.0,0.0,0,4.0,3.849509100038904,0.008027117631109387,12307.325107900433,17,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
38,0.0,4,2016-06-06,0.0,1900-01-01 11:03:05,13.0,4.970923793860028,46211.68,737.63,1.0,0.0,0.0,1,3.0,4.970923793860028,0.015961981905873147,9296.39678988433,11,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
61,0.0,3,2016-02-27,0.0,1900-01-01 04:30:10,17.0,5.164728829433656,36097.01,758.67,0.0,1.0,0.0,0,3.0,5.164728829433656,0.021017530260816614,6989.139447996587,4,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
21,1.0,2,2016-11-23,1.0,1900-01-01 00:31:53,14.0,5.324423613632516,32101.2,725.84,1.0,1.0,0.0,1,3.0,5.324423613632516,0.022610992735474063,6029.046959713897,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
22,1.0,3,2015-07-21,0.0,1900-01-01 21:55:44,7.0,5.077982367555866,85218.6,1218.535417149017,1.0,0.0,0.0,2,2.0,5.077982367555866,0.014298937287740197,16781.98028895823,21,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
49,0.0,3,2017-12-06,1.0,1900-01-01 19:08:05,19.0,5.11066160816338,10112.35,626.57,1.0,0.0,1.0,0,4.0,5.11066160816338,0.06196086962971021,1978.6772780743895,19,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
26,0.0,4,2016-03-22,0.0,1900-01-01 11:56:05,14.0,5.5656309016067205,86082.64,776.7643582596428,1.0,0.0,0.0,2,2.0,5.5656309016067205,0.009023472772903373,15466.825149175655,11,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
28,1.0,1,2016-09-01,1.0,1900-01-01 15:40:00,16.0,6.6024657680432055,2410.51,140.26388360558633,1.0,1.0,1.0,0,5.0,6.6024657680432055,0.0581884678369251,365.09238891736214,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0.0,5,2016-05-04,0.0,1900-01-01 13:29:52,9.0,5.359036101582743,67933.45,834.8,1.0,1.0,1.0,2,1.0,5.359036101582743,0.012288497051158155,12676.43074468867,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,0.0,2,2015-02-03,1.0,1900-01-01 16:13:51,13.0,6.175472181673594,35651.46,693.08,0.0,1.0,0.0,1,4.0,6.175472181673594,0.0194404380634061,5773.074341715878,16,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
44,1.0,0,2015-01-06,0.0,1900-01-01 11:28:41,13.0,5.755014100475618,26638.57,655.12,1.0,0.0,0.0,0,4.0,5.755014100475618,0.024592911706596863,4628.758424379616,11,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
31,1.0,1,2015-03-07,1.0,1900-01-01 09:36:07,5.0,7.58780088653883,39639.7,1062.29239105231,0.0,1.0,1.0,0,4.0,7.58780088653883,0.026798699058073347,5224.135502859989,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
18,1.0,1,2015-01-20,0.0,1900-01-01 11:37:44,8.0,3.5313480661272005,35941.16,642.35,1.0,0.0,1.0,0,4.0,3.5313480661272005,0.01787226678270818,10177.744965088183,11,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
45,1.0,0,2017-05-03,1.0,1900-01-01 12:33:04,13.0,4.851170519445229,26732.86,834.4511411653535,1.0,0.0,0.0,0,5.0,4.851170519445229,0.031214435760534173,5510.599945486378,12,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
10,1.0,4,2015-04-07,1.0,1900-01-01 00:08:28,20.0,5.897593331497911,47714.7,381.7104175221926,0.0,1.0,1.0,0,3.0,5.897593331497911,0.007999849470334983,8090.537498603873,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
29,1.0,0,2016-04-07,1.0,1900-01-01 01:41:33,7.0,5.227680286948596,33082.42,628.0764783666359,0.0,1.0,1.0,0,5.0,5.227680286948596,0.018985203572369734,6328.317376751869,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
17,1.0,1,2017-10-09,1.0,1900-01-01 18:42:29,13.0,6.920553037211998,1269.25,1083.0169924588706,0.0,1.0,1.0,0,5.0,6.920553037211998,0.8532731868890058,183.40297273573498,18,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
47,1.0,1,2017-01-27,0.0,1900-01-01 19:47:24,24.0,3.5201649007261984,2880.93,982.0134560782562,1.0,0.0,0.0,0,5.0,3.5201649007261984,0.34086682289339076,818.40768294851,19,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
35,0.0,5,2015-07-08,0.0,1900-01-01 20:16:34,5.0,5.741463541623889,26964.73,789.92,1.0,0.0,0.0,2,2.0,5.741463541623889,0.029294563676328298,4696.490677771232,20,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
49,0.0,2,2015-11-20,0.0,1900-01-01 04:50:26,10.0,3.528710701961115,37967.23,655.7,0.0,1.0,1.0,0,4.0,3.528710701961115,0.017270156395396766,10759.519044420205,4,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
49,0.0,4,2016-02-27,0.0,1900-01-01 06:42:49,8.0,5.600198158399631,19440.55,717.2,0.0,1.0,1.0,2,2.0,5.600198158399631,0.03689196036120378,3471.403948598049,6,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
12,0.0,4,2016-06-01,0.0,1900-01-01 20:04:01,12.0,4.699661849080809,71294.54,768.22,0.0,1.0,1.0,2,2.0,4.699661849080809,0.01077529920243542,15170.142510134905,20,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
38,1.0,1,2015-01-28,1.0,1900-01-01 17:12:15,15.0,7.104875132204605,33646.36,646.99,1.0,0.0,1.0,0,5.0,7.104875132204605,0.019229123150319976,4735.672249536033,17,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
42,0.0,1,2015-08-26,0.0,1900-01-01 21:56:30,14.0,6.171074096398463,49530.32,572.56,1.0,0.0,1.0,1,5.0,6.171074096398463,0.011559788024789663,8026.207306262402,21,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
35,1.0,5,2017-12-26,1.0,1900-01-01 16:03:24,20.0,6.779774169286776,93004.54,316.979407095085,1.0,1.0,1.0,2,1.0,6.779774169286776,0.0034082143419566936,13717.940697984039,16,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
12,0.0,0,2016-07-05,1.0,1900-01-01 03:56:32,2.0,4.935624350283741,37636.72,522.03,1.0,0.0,0.0,0,5.0,4.935624350283741,0.013870230987184854,7625.523607329704,3,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
24,0.0,0,2017-05-20,0.0,1900-01-01 06:45:16,12.0,4.778871360488434,27074.96,270.16673483734746,1.0,0.0,0.0,0,5.0,4.778871360488434,0.009978472169020655,5665.555307442456,6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
30,1.0,1,2016-10-07,0.0,1900-01-01 09:08:32,16.0,4.582924577040772,22558.66,680.73,0.0,1.0,1.0,1,4.0,4.582924577040772,0.030175994496126988,4922.328443503709,9,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
58,0.0,0,2017-07-15,1.0,1900-01-01 08:14:05,13.0,4.585885424576224,2982.52,505.66,1.0,0.0,1.0,0,5.0,4.585885424576224,0.16954119335327175,650.3694976800714,8,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
35,1.0,1,2015-09-13,0.0,1900-01-01 10:39:41,9.0,6.166551665006503,41590.49,619.0961734853626,1.0,0.0,1.0,0,4.0,6.166551665006503,0.014885522471251543,6744.529561961618,10,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
21,1.0,0,2015-07-20,0.0,1900-01-01 08:20:40,12.0,5.866439727920136,5621.58,705.05,0.0,1.0,0.0,0,4.0,5.866439727920136,0.1254184766560291,958.2609317956893,8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
29,0.0,1,2016-11-30,1.0,1900-01-01 22:21:45,11.0,5.732499498753695,12374.81,533.81,0.0,1.0,1.0,0,5.0,5.732499498753695,0.043136823918912694,2158.7110478928803,22,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
41,0.0,1,2015-08-31,0.0,1900-01-01 02:25:02,21.0,5.905171094167382,34868.03,629.969981254856,0.0,1.0,1.0,0,5.0,5.905171094167382,0.01806726623944215,5904.6604144018165,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
46,0.0,0,2017-11-20,0.0,1900-01-01 05:40:19,17.0,6.122470879449363,29921.05,624.671942836182,1.0,0.0,0.0,1,5.0,6.122470879449363,0.020877340295082626,4887.0873523356,5,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
13,1.0,0,2016-02-18,0.0,1900-01-01 07:10:33,11.0,3.5743099993708003,44498.21,659.9,0.0,1.0,0.0,0,5.0,3.5743099993708003,0.014829810008087965,12449.454582236345,7,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
25,0.0,3,2017-01-01,1.0,1900-01-01 20:43:26,10.0,4.682038630244668,39051.49,751.71,0.0,1.0,1.0,2,2.0,4.682038630244668,0.019249201502938813,8340.70222055372,20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
58,1.0,1,2016-04-24,0.0,1900-01-01 14:07:27,15.0,3.4998353515591547,31853.14,508.84,1.0,0.0,0.0,0,5.0,3.4998353515591547,0.01597456326126718,9101.325291148232,14,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
52,1.0,3,2015-07-20,1.0,1900-01-01 18:24:38,14.0,4.519503359231,7050.0,622.95,0.0,1.0,0.0,0,4.0,4.519503359231,0.08836170212765958,1559.9059099271403,18,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
55,0.0,4,2017-06-18,1.0,1900-01-01 11:14:23,10.0,5.164728829433656,34940.04,363.3290260313073,0.0,1.0,1.0,0,3.0,5.164728829433656,0.010398643677319982,6765.125750819214,11,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
49,1.0,4,2016-10-26,0.0,1900-01-01 07:00:53,8.0,4.709259894512472,47344.15,724.14,1.0,0.0,1.0,0,3.0,4.709259894512472,0.015295237109547853,10053.416260837164,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13,1.0,3,2016-10-13,1.0,1900-01-01 18:36:49,1.0,5.512702676188347,7902.05,791.08,1.0,0.0,0.0,2,1.0,5.512702676188347,0.10011073075973956,1433.4257557789642,18,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
62,1.0,5,2017-10-16,1.0,1900-01-01 11:29:04,10.0,3.501344330267094,9157.78,784.29,0.0,1.0,0.0,2,1.0,3.501344330267094,0.08564193505412883,2615.5039710994133,11,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
38,0.0,0,2017-02-01,0.0,1900-01-01 14:35:34,22.0,5.178350698500848,35729.22,638.56,0.0,1.0,1.0,0,5.0,5.178350698500848,0.01787220655810566,6899.729678475377,14,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
44,1.0,1,2016-02-20,0.0,1900-01-01 10:13:32,8.0,6.096072279495568,41541.8,617.91,1.0,1.0,1.0,0,5.0,6.096072279495568,0.01487441564881637,6814.5189386497,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
59,0.0,0,2015-12-05,0.0,1900-01-01 23:31:16,14.0,5.91504236076353,22615.54,949.7909322551536,0.0,1.0,1.0,0,5.0,5.91504236076353,0.04199726967630017,3823.394427403682,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49,1.0,0,2015-07-10,0.0,1900-01-01 12:08:47,5.0,4.788158187325206,18407.01,692.23,0.0,1.0,0.0,0,4.0,4.788158187325206,0.037606868252910174,3844.2777535473715,12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0.0,2,2017-02-09,1.0,1900-01-01 03:00:13,22.0,3.7302612918927056,10078.04,703.84,1.0,0.0,1.0,1,3.0,3.7302612918927056,0.0698389766264075,2701.6981416029657,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
38,1.0,3,2017-07-19,0.0,1900-01-01 10:58:59,11.0,4.925585628056508,66197.1,321.7624879732648,0.0,1.0,0.0,2,2.0,4.925585628056508,0.004860673473207509,13439.437459565483,10,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
61,1.0,0,2015-05-28,0.0,1900-01-01 19:36:44,15.0,5.770163048173079,41314.26,590.83,0.0,1.0,1.0,0,5.0,5.770163048173079,0.014300873354623803,7159.9813826891295,19,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
49,0.0,1,2015-01-14,1.0,1900-01-01 13:20:34,6.0,4.114800570789483,44481.97,167.9230681439947,1.0,0.0,0.0,1,4.0,4.114800570789483,0.003775081637436352,10810.23715116903,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
47,1.0,2,2017-04-08,1.0,1900-01-01 02:56:58,13.0,4.203049479130317,42054.69,653.46,0.0,1.0,1.0,0,4.0,4.203049479130317,0.015538338292352172,10005.756584312645,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
20,0.0,2,2017-12-30,0.0,1900-01-01 01:16:36,12.0,5.202301938114349,27201.19,974.5647563272978,0.0,1.0,0.0,0,3.0,5.202301938114349,0.03582801915384209,5228.683441211309,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
60,1.0,2,2016-05-07,1.0,1900-01-01 14:27:58,12.0,3.49650756146648,45196.14,715.5749703899919,0.0,1.0,0.0,1,3.0,3.49650756146648,0.01583265673550865,12926.081012404322,14,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
11,1.0,1,2017-04-26,0.0,1900-01-01 08:38:40,16.0,3.478158422798284,43021.4,711.35,1.0,0.0,0.0,1,4.0,3.478158422798284,0.016534794311668148,12369.016810162424,8,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
45,0.0,2,2016-09-26,0.0,1900-01-01 11:22:50,7.0,5.769663843769714,84017.89,775.73,1.0,0.0,0.0,2,2.0,5.769663843769714,0.009232914561410671,14562.007817964208,11,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
24,1.0,2,2016-09-27,0.0,1900-01-01 04:21:02,14.0,5.050048296453091,2462.95,788.34,1.0,0.0,1.0,0,3.0,5.050048296453091,0.32007957936620723,487.7082070145461,4,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
40,0.0,0,2016-12-20,1.0,1900-01-01 19:17:01,7.0,6.530994239002328,2628.83,661.87,1.0,1.0,1.0,0,4.0,6.530994239002328,0.25177360270538607,402.5160494402119,19,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
54,0.0,1,2015-04-27,1.0,1900-01-01 20:24:47,13.0,5.794201926444727,43826.18,648.08,1.0,0.0,1.0,0,4.0,5.794201926444727,0.014787508288424865,7563.7992179695,20,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
60,1.0,0,2015-07-02,0.0,1900-01-01 13:03:24,13.0,5.598755236788495,27753.1,333.2595947070149,1.0,0.0,0.0,0,4.0,5.598755236788495,0.01200801332849357,4957.01255479771,13,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
55,1.0,0,2016-08-23,1.0,1900-01-01 21:53:36,11.0,5.710128959715065,34785.3,696.47,1.0,0.0,0.0,0,4.0,5.710128959715065,0.020021963300589616,6091.858913416868,21,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
34,0.0,0,2015-12-03,1.0,1900-01-01 03:24:50,21.0,7.713128764789726,26943.76,687.84,1.0,1.0,1.0,0,5.0,7.713128764789726,0.025528730956629664,3493.2335270996264,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
29,1.0,4,2016-08-22,1.0,1900-01-01 19:48:20,9.0,6.295966862790012,27139.69,776.7643582596428,1.0,1.0,1.0,2,1.0,6.295966862790012,0.028620973867411265,4310.646893712087,19,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
39,0.0,0,2016-04-04,0.0,1900-01-01 14:01:54,15.0,4.7318028369214575,16761.52,518.49,0.0,1.0,0.0,0,5.0,4.7318028369214575,0.030933352106491535,3542.3115834862547,14,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
49,1.0,3,2016-11-17,1.0,1900-01-01 04:53:50,12.0,5.878155861600981,17245.89,655.77,0.0,1.0,1.0,1,4.0,5.878155861600981,0.03802471197485314,2933.8946441789126,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
49,1.0,0,2016-11-11,0.0,1900-01-01 07:11:17,14.0,4.361951470242831,19841.59,672.35,0.0,1.0,0.0,1,5.0,4.361951470242831,0.03388589321722705,4548.78742584805,7,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
24,1.0,3,2015-11-21,1.0,1900-01-01 12:08:09,16.0,6.827184932131529,6187.24,707.83,1.0,0.0,1.0,0,4.0,6.827184932131529,0.11440157485405449,906.2651827227228,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
41,1.0,0,2017-03-03,0.0,1900-01-01 13:41:49,21.0,5.77100489092293,48773.63,719.17,1.0,1.0,1.0,0,4.0,5.77100489092293,0.014745057933969647,8451.4969094403,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27,1.0,1,2015-07-21,0.0,1900-01-01 05:07:51,18.0,7.283044668735879,13697.93,634.57,1.0,0.0,0.0,0,5.0,7.283044668735879,0.046325977720721306,1880.7971971943919,5,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
30,0.0,3,2015-04-20,1.0,1900-01-01 03:49:36,9.0,6.749790668692898,4413.77,429.3992588198575,1.0,1.0,0.0,1,3.0,6.749790668692898,0.0972862788092396,653.9121310046094,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
