age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
21,M,,Gold Membership,2017-12-13,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:37:27,11.0,117.53,7941.77,10.0,757.53,Yes,No,Yes,No Information Available,,3.0
49,M,City,Silver Membership,2015-01-22,,Credit/Debit Card Offers,Desktop,Wi-Fi,09:37:33,,281.2,41203.55,28.0,446.2674091668229,No,Yes,No,Not Applicable,Poor Product Quality,3.0
30,M,Town,Silver Membership,2015-04-06,Yes,Without Offers,Smartphone,Fiber_Optic,19:25:58,16.0,46.19,32638.84,16.0,645.59,No,Yes,No,Not Applicable,Too many ads,4.0
19,M,Town,Gold Membership,2017-01-13,,Gift Vouchers/Coupons,,Mobile_Data,08:22:59,15.0,158.73,19961.9,22.0,608.21,No,Yes,No,Not Applicable,Poor Product Quality,4.0
50,F,City,No Membership,2015-08-27,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,18:13:01,12.0,802.55,38014.67,23.0,626.88,Yes,Yes,No,Not Applicable,Poor Product Quality,4.0
26,M,,Basic Membership,2016-06-25,No,Credit/Debit Card Offers,,Wi-Fi,13:06:05,5.0,,14897.59,15.0,610.21,Yes,No,Yes,Solved,,5.0
49,M,Village,Gold Membership,2016-07-19,No,Without Offers,,Mobile_Data,10:31:50,12.0,34.46,72281.76,8.0,492.2726228934992,Yes,No,Yes,No Information Available,User Friendly Website,2.0
44,M,Town,Basic Membership,2015-04-07,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11:04:57,18.0,32.96,1254.96,18.0,665.25,No,Yes,Yes,Solved,Poor Customer Service,5.0
38,M,Town,No Membership,2015-06-14,Yes,Without Offers,,Mobile_Data,06:47:54,21.0,122.62,35259.89,17.0,612.38,No,Yes,Yes,No Information Available,Too many ads,4.0
47,F,,Platinum Membership,2017-12-21,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:40:33,11.0,135.4,6769.93,17.0,782.87,No,Yes,Yes,Unsolved,Poor Website,3.0
52,F,,Gold Membership,2016-11-29,,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:34:41,14.0,92.47,906.76,10.0,678.74,No,Yes,No,Not Applicable,Poor Website,4.0
23,F,City,Platinum Membership,2017-09-21,Yes,Without Offers,,Mobile_Data,19:22:15,23.0,66.11,7486.52,,706.17,Yes,No,Yes,Solved in Follow-up,Too many ads,3.0
58,F,Town,Basic Membership,2016-10-08,,Without Offers,Smartphone,Fiber_Optic,20:53:28,16.0,1277.87,13247.63,24.0,514.44,No,Yes,Yes,Solved in Follow-up,Too many ads,5.0
23,F,Town,No Membership,2016-05-07,,Credit/Debit Card Offers,Desktop,Wi-Fi,03:04:53,9.0,161.07,29663.77,7.0,701.53,No,Yes,Yes,No Information Available,Poor Customer Service,4.0
39,F,City,Gold Membership,2017-07-29,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:52:58,17.0,380.44,36674.46,25.0,780.44,Yes,Yes,Yes,Unsolved,Too many ads,3.0
50,F,Town,No Membership,2015-02-19,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:36:28,19.0,,2179.55,11.0,635.26,No,Yes,No,Not Applicable,,5.0
61,M,Village,Premium Membership,2017-04-13,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:32:29,14.0,141.74,45019.44,18.0,766.69,No,Yes,No,Not Applicable,Poor Website,3.0
26,F,City,Basic Membership,2017-07-02,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,06:46:59,12.0,31.24,36622.12,6.0,648.5,Yes,No,No,Not Applicable,Poor Customer Service,4.0
18,F,City,No Membership,2016-02-03,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:22:42,24.0,232.69,42072.38,21.0,663.87,No,Yes,Yes,Solved in Follow-up,Poor Website,4.0
36,M,Town,Gold Membership,2017-11-08,,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:02:22,7.0,473.44,13017.11,22.0,607.27,No,Yes,Yes,Solved in Follow-up,Poor Website,4.0
46,F,Town,Basic Membership,2016-11-03,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,01:23:42,11.0,107.26,46924.98,,553.09,Yes,No,No,Not Applicable,Poor Website,5.0
24,F,City,Basic Membership,2017-08-12,No,Without Offers,Smartphone,Fiber_Optic,10:58:46,8.0,37.57,19274.81,26.0,511.1,Yes,No,Yes,Solved,Poor Customer Service,5.0
14,M,,Basic Membership,2015-11-04,No,Without Offers,Smartphone,Wi-Fi,10:48:48,10.0,166.55,28956.92,12.0,591.24,Yes,No,No,Not Applicable,Too many ads,5.0
40,M,City,Platinum Membership,2015-02-26,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:18:37,16.0,143.44,15597.32,16.0,,Yes,No,No,Not Applicable,,3.0
43,M,Town,Platinum Membership,2015-10-16,No,Credit/Debit Card Offers,Desktop,Wi-Fi,00:44:21,11.0,295.04,12975.68,19.0,299.65629242974256,Yes,No,Yes,No Information Available,User Friendly Website,2.0
18,F,City,Gold Membership,2017-10-28,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14:54:05,18.0,31.28,25264.16,28.0,646.85,Yes,No,Yes,Unsolved,Poor Website,4.0
43,F,Town,Premium Membership,2017-08-27,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:42:41,20.0,35.03,1649.86,13.0,737.27,No,Yes,Yes,Solved in Follow-up,Too many ads,3.0
38,M,Town,No Membership,2017-05-21,,Without Offers,Smartphone,Wi-Fi,11:28:43,14.0,259.25,6210.61,23.0,842.8406494805987,No,Yes,Yes,Solved in Follow-up,Too many ads,5.0
29,M,Town,Basic Membership,2016-08-05,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:57:04,25.0,1891.3782809526408,12834.14,5.0,671.81,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5.0
64,M,,Silver Membership,2015-10-24,No,Without Offers,Desktop,Wi-Fi,23:28:36,10.0,201.2,16774.5,14.0,781.24,No,Yes,No,Not Applicable,Poor Website,3.0
57,F,Village,Gold Membership,2017-05-04,No,Without Offers,Smartphone,Wi-Fi,12:31:18,17.0,220.6,28189.16,11.0,717.5,No,Yes,Yes,Solved in Follow-up,Poor Website,3.0
38,F,,No Membership,2017-09-04,Yes,Without Offers,Desktop,Fiber_Optic,01:23:04,13.0,50.73,34275.77,10.0,1217.2949476134156,Yes,No,Yes,Unsolved,Poor Website,5.0
33,F,Town,No Membership,2017-06-17,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,06:01:28,,,24740.82,29.0,657.86,No,Yes,Yes,Unsolved,Poor Customer Service,5.0
36,F,Village,No Membership,2015-09-19,No,Without Offers,Both,Mobile_Data,12:47:52,7.0,445.58,31133.26,28.0,1080.8513515000109,Yes,No,No,Not Applicable,Poor Customer Service,5.0
24,F,,Gold Membership,2016-04-05,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,14:37:11,2.0,657.68,25385.8,14.0,611.79,Yes,Yes,Yes,No Information Available,Too many ads,4.0
59,F,Village,Basic Membership,2017-09-17,,Without Offers,Desktop,Fiber_Optic,11:38:50,16.0,115.65,26264.69,25.0,523.09,No,Yes,No,Not Applicable,Poor Product Quality,5.0
14,F,City,Gold Membership,2017-06-24,,Without Offers,Desktop,Wi-Fi,13:53:59,17.0,69.76,41715.23,18.0,788.23,No,Yes,No,Not Applicable,Poor Product Quality,3.0
19,F,City,Platinum Membership,2016-11-03,,Without Offers,Smartphone,Wi-Fi,11:21:28,16.0,34.34,94933.81,5.0,807.44,Yes,No,Yes,Solved,Quality Customer Care,1.0
64,F,,Silver Membership,2017-08-03,Yes,Credit/Debit Card Offers,Both,Mobile_Data,18:51:11,7.0,363.07,10766.46,15.0,649.5,Yes,No,No,Not Applicable,,4.0
33,F,City,Silver Membership,2016-04-21,Yes,Credit/Debit Card Offers,Both,Mobile_Data,03:42:03,16.0,909.47,44103.9,10.0,750.99,Yes,Yes,No,Not Applicable,Poor Customer Service,3.0
16,F,Town,Gold Membership,2017-03-26,Yes,Gift Vouchers/Coupons,,Fiber_Optic,19:23:34,15.0,70.32,21581.8,19.0,697.25,No,Yes,No,Not Applicable,Poor Customer Service,4.0
59,F,City,Silver Membership,2016-12-28,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:52:30,26.0,31.52,45954.2,,726.64,Yes,No,Yes,Solved,Poor Customer Service,3.0
64,F,Village,Platinum Membership,2016-04-15,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:06:45,,50.97,49055.65,25.0,790.16,Yes,No,Yes,Solved in Follow-up,Poor Website,3.0
28,F,Village,Basic Membership,2016-11-25,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,22:52:37,11.0,679.26,32375.21,23.0,,Yes,No,No,Not Applicable,,5.0
26,M,Town,Silver Membership,2017-08-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:22:44,15.0,153.14,36914.51,18.0,769.25,No,Yes,No,Not Applicable,Too many ads,3.0
22,F,City,Gold Membership,2017-03-11,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:46:53,17.0,73.4,33307.54,7.0,722.24,No,Yes,No,Not Applicable,User Friendly Website,2.0
48,F,Town,Platinum Membership,2017-11-20,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:51:11,6.0,606.7,95775.99,2.0,750.07,Yes,Yes,Yes,No Information Available,Quality Customer Care,2.0
25,F,Town,No Membership,2015-10-19,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:32:26,10.0,180.45,12486.62,15.0,866.1366567622006,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5.0
62,M,,Silver Membership,2015-05-29,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:00:18,11.0,47.16,66996.62,18.0,739.92,No,Yes,Yes,Solved,Reasonable Price,2.0
47,M,Village,No Membership,2015-10-31,No,Credit/Debit Card Offers,Desktop,Wi-Fi,07:56:54,19.0,317.52,39592.95,,710.3,No,Yes,Yes,Unsolved,Poor Website,4.0
59,M,City,No Membership,2017-02-02,No,Without Offers,Desktop,Wi-Fi,13:42:49,11.0,399.61,8058.06,11.0,573.32,Yes,No,No,Not Applicable,Poor Website,5.0
10,M,City,Platinum Membership,2017-11-12,,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:17:46,24.0,202.32,14607.11,,842.36,Yes,No,No,Not Applicable,User Friendly Website,1.0
56,M,Village,Basic Membership,2015-09-08,Yes,Without Offers,Smartphone,Mobile_Data,21:24:16,11.0,81.51,48761.34,15.0,539.76,No,Yes,No,Not Applicable,Poor Website,5.0
29,M,City,Gold Membership,2015-08-29,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:02:49,10.0,217.16,2285.01,28.0,775.51,Yes,No,Yes,Unsolved,,3.0
19,F,Village,Basic Membership,2016-05-24,No,Credit/Debit Card Offers,,Mobile_Data,17:45:40,16.0,321.88,15266.25,27.0,505.79,Yes,No,Yes,Solved in Follow-up,,5.0
16,M,,Platinum Membership,2017-12-24,,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:51:56,10.0,246.38,2053.86,8.0,805.52,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,1.0
36,M,City,No Membership,2015-01-05,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14:15:26,2.0,155.97,28181.45,23.0,31.12219939998425,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
29,M,Town,Basic Membership,2016-10-13,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:44:50,5.0,214.11,48036.32,11.0,512.55,Yes,No,Yes,Unsolved,Too many ads,5.0
41,F,City,Gold Membership,2015-07-14,,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:22:09,10.0,161.62,33057.23,13.0,711.41,Yes,No,No,Not Applicable,,4.0
12,M,Village,Basic Membership,2015-03-30,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,02:56:47,14.0,49.2,42317.72,9.0,625.23,Yes,No,No,Not Applicable,Too many ads,5.0
62,M,City,Platinum Membership,2017-05-14,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:38:01,14.0,1459.92,20345.19,8.0,,Yes,Yes,Yes,Solved,Poor Product Quality,3.0
24,F,City,Platinum Membership,2016-12-09,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:33:22,17.0,657.7,80915.31,11.0,744.3,Yes,Yes,No,Not Applicable,Quality Customer Care,2.0
12,M,City,Platinum Membership,2017-01-03,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:25:20,17.0,104.4,69985.72,19.0,753.66,No,Yes,Yes,Solved,Products always in Stock,1.0
41,M,Town,Basic Membership,2016-11-12,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:11:47,11.0,45.7,31976.51,18.0,535.9,No,Yes,No,Not Applicable,Poor Product Quality,5.0
11,F,,Platinum Membership,2016-05-08,,Without Offers,,Mobile_Data,08:45:57,,137.85,39034.65,6.0,401.4367301221832,No,Yes,No,Not Applicable,,3.0
30,F,City,Premium Membership,2016-02-13,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:46:46,6.0,233.48,37557.83,32.41773540489865,707.06,No,Yes,Yes,Unsolved,Poor Customer Service,3.0
54,M,City,Premium Membership,2017-05-23,,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:18:51,1.0,33.68,81658.44,5.0,377.0162864333802,No,Yes,No,Not Applicable,Reasonable Price,2.0
19,F,City,Gold Membership,2017-01-26,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:12:56,19.0,416.43,26149.75,6.0,789.46,No,Yes,No,Not Applicable,Products always in Stock,1.0
55,F,City,Basic Membership,2016-11-11,Yes,Without Offers,Both,Fiber_Optic,02:06:57,5.0,880.0,15447.98,9.0,561.94,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0
35,F,City,Silver Membership,2016-04-01,No,Without Offers,,Fiber_Optic,12:49:12,17.0,281.91,3630.17,24.0,786.03,Yes,Yes,No,Not Applicable,Poor Product Quality,3.0
10,F,Village,Gold Membership,2017-02-04,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:17:01,10.0,59.49,37601.55,6.0,766.48,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0
31,F,City,Platinum Membership,2017-02-22,No,Without Offers,Smartphone,Fiber_Optic,12:27:40,5.0,423.9,31765.08,19.0,824.25,Yes,No,No,Not Applicable,User Friendly Website,1.0
12,F,Village,Platinum Membership,2017-02-20,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:52:04,13.0,,36976.45,22.0,748.34,Yes,No,No,Not Applicable,,3.0
46,F,City,Silver Membership,2017-08-02,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:18:05,5.0,34.72,32811.17,26.0,746.06,Yes,No,No,Not Applicable,Too many ads,3.0
21,M,City,Platinum Membership,2015-03-21,,Gift Vouchers/Coupons,Both,Wi-Fi,17:33:06,11.0,53.13,18519.18,5.0,750.47,Yes,Yes,No,Not Applicable,,3.0
45,M,Village,Premium Membership,2016-04-10,No,Without Offers,Smartphone,Fiber_Optic,23:24:16,19.0,33.79,39529.69,13.0,798.51,Yes,No,No,Not Applicable,,3.0
46,F,City,Gold Membership,2016-01-06,No,Gift Vouchers/Coupons,,Wi-Fi,01:03:00,20.0,252.48,20793.12,22.0,295.6274237513815,Yes,No,Yes,Solved in Follow-up,Too many ads,3.0
36,F,,Silver Membership,2017-11-19,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:31:29,5.0,30.66,33130.29,22.0,,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4.0
54,M,City,Platinum Membership,2016-11-15,Yes,Without Offers,Smartphone,Wi-Fi,14:03:16,,39.49,7822.5,11.0,716.16,No,Yes,No,Not Applicable,Poor Website,3.0
40,F,Town,Platinum Membership,2015-04-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:51:18,17.0,1180.0519077687377,54814.0,11.0,,Yes,No,Yes,Solved in Follow-up,Reasonable Price,2.0
32,M,City,Gold Membership,2016-11-11,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15:43:19,20.0,32.81,20975.82,14.0,729.09,No,Yes,No,Not Applicable,Poor Customer Service,3.0
63,M,,Platinum Membership,2017-10-09,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:05:29,3.0,1314.43,41205.36,8.0,,No,Yes,Yes,No Information Available,Too many ads,3.0
55,F,Village,Silver Membership,2017-02-07,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,08:21:57,11.0,,8274.32,23.0,457.0178184035885,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,3.0
45,M,Village,Basic Membership,2016-03-31,,Without Offers,Smartphone,Mobile_Data,18:10:07,17.0,536.17,23174.41,14.0,673.51,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,5.0
46,M,City,Premium Membership,2016-06-30,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,01:41:22,10.0,212.79,41753.69,17.0,797.13,Yes,No,No,Not Applicable,User Friendly Website,1.0
37,F,City,No Membership,2016-09-19,,Without Offers,Desktop,Wi-Fi,01:17:11,3.0,269.81,9269.2,19.0,591.94,Yes,No,Yes,Unsolved,Poor Customer Service,5.0
33,F,Town,Gold Membership,2016-10-11,Yes,Credit/Debit Card Offers,,Fiber_Optic,20:48:58,11.0,421.25,1283.85,10.0,643.75,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4.0
12,F,,Platinum Membership,2016-04-29,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:26:40,15.0,55.1,42306.42,17.0,1112.7428057732775,No,Yes,No,Not Applicable,,3.0
29,F,,Premium Membership,2017-01-21,No,Gift Vouchers/Coupons,,Wi-Fi,21:53:47,12.0,1455.4617592302725,65263.62,16.0,429.5540724861363,Yes,Yes,Yes,No Information Available,User Friendly Website,2.0
28,M,City,No Membership,2015-05-19,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17:11:17,24.0,31.03,24954.93,8.0,588.55,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5.0
60,F,Town,Basic Membership,2015-12-31,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:42:59,16.0,156.17,30670.11,16.0,568.34,No,Yes,No,Not Applicable,Too many ads,5.0
56,F,,No Membership,2016-06-21,Yes,Without Offers,Smartphone,Fiber_Optic,23:00:44,,158.95,1460.61,12.0,636.77,Yes,No,No,Not Applicable,Poor Website,5.0
37,F,Town,Gold Membership,2015-02-24,No,Without Offers,,Mobile_Data,13:47:38,,275.57,36800.43,13.0,291.37329462089514,Yes,No,No,Not Applicable,Reasonable Price,1.0
58,M,Town,Premium Membership,2017-11-23,No,Without Offers,Desktop,Fiber_Optic,08:46:37,10.0,122.7,34795.92,13.0,769.03,Yes,No,No,Not Applicable,Poor Website,3.0
25,M,Village,Gold Membership,2015-02-06,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12:40:32,18.0,214.65,82591.46,14.0,757.23,Yes,No,Yes,Unsolved,Products always in Stock,1.0
19,M,City,Basic Membership,2015-05-08,Yes,Without Offers,Desktop,Fiber_Optic,22:10:16,16.0,34.93,2493.25,22.0,,No,Yes,No,Not Applicable,Poor Product Quality,4.0
45,M,City,Basic Membership,2016-03-21,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:57:03,19.0,57.43,9976.64,20.0,1039.5757122577809,Yes,No,Yes,Solved,Poor Customer Service,5.0
63,F,Village,No Membership,2016-05-21,,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:43:42,8.0,397.05,45805.89,5.0,632.56,Yes,No,No,Not Applicable,Poor Customer Service,5.0
20,F,Town,Basic Membership,2015-10-26,,Without Offers,Desktop,Mobile_Data,04:14:50,7.0,923.8838672905624,15364.32,15.0,615.55,Yes,No,Yes,Solved in Follow-up,,5.0
19,F,City,Platinum Membership,2016-02-27,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20:15:59,21.0,30.43,25760.6,24.0,781.41,Yes,No,Yes,Solved,Poor Product Quality,3.0
50,M,City,Premium Membership,2016-09-16,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16:04:41,16.0,31.57,34680.55,25.0,703.88,No,Yes,No,Not Applicable,,3.0
31,M,,Basic Membership,2015-07-17,No,Without Offers,Smartphone,Mobile_Data,03:48:27,10.0,429.56,31845.43,8.0,645.01,Yes,No,No,Not Applicable,Poor Product Quality,4.0
38,F,City,Gold Membership,2016-09-25,No,Without Offers,Desktop,Wi-Fi,09:06:27,20.0,151.79,28503.85,11.0,744.78,No,Yes,Yes,Solved,Poor Website,3.0
40,M,,Premium Membership,2017-10-08,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:10:54,14.0,600.56,22154.17,26.0,740.86,No,Yes,Yes,Solved in Follow-up,,3.0
29,M,City,Basic Membership,2017-03-25,Yes,Without Offers,Smartphone,Mobile_Data,09:19:23,12.0,111.58,41779.75,21.0,,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5.0
58,M,City,Silver Membership,2017-08-18,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13:24:30,14.0,34.25,40277.98,10.0,632.55,Yes,No,No,Not Applicable,Poor Customer Service,4.0
57,M,Village,Gold Membership,2017-10-04,No,Without Offers,Both,Fiber_Optic,22:27:32,3.0,300.58,10697.23,17.0,625.92,No,Yes,No,Not Applicable,Poor Product Quality,4.0
22,M,Town,No Membership,2017-03-15,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:12:49,16.0,212.21,30194.54,10.0,,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4.0
40,M,City,Silver Membership,2017-10-10,No,Without Offers,,Fiber_Optic,00:41:50,15.0,31.95,89449.4,10.0,1029.3170345735334,Yes,No,No,Not Applicable,User Friendly Website,2.0
55,F,Town,Gold Membership,2017-02-10,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:17:11,5.0,316.19,45142.23,13.0,749.86,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,2.0
36,F,Town,Silver Membership,2017-01-10,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:13:52,16.0,30.42,46416.37,10.0,732.92,Yes,No,Yes,Solved,Too many ads,3.0
31,F,Village,Gold Membership,2017-10-15,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:07:17,14.0,356.58,78564.48,13.0,771.82,Yes,Yes,No,Not Applicable,Quality Customer Care,2.0
19,M,Town,Platinum Membership,2016-06-04,No,Credit/Debit Card Offers,Desktop,Mobile_Data,07:44:37,1.0,140.56,40063.57,19.0,218.0178619673893,Yes,No,No,Not Applicable,,3.0
21,F,Village,Silver Membership,2017-11-11,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,05:59:26,18.0,33.16,79632.6,,745.13,Yes,No,No,Not Applicable,User Friendly Website,2.0
10,M,Town,Basic Membership,2015-01-26,,Without Offers,Desktop,Mobile_Data,21:10:41,16.0,68.25,14333.29,25.0,501.03,No,Yes,No,Not Applicable,Poor Website,5.0
15,F,,Basic Membership,2017-12-08,No,Without Offers,Smartphone,Wi-Fi,00:16:47,15.0,30.84,35869.4,10.0,580.86,Yes,No,Yes,Solved,Too many ads,5.0
17,F,City,Basic Membership,2015-11-23,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:50:39,13.0,230.98,7969.78,22.0,,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0
14,M,Town,Platinum Membership,2016-05-03,No,Gift Vouchers/Coupons,Both,Fiber_Optic,21:26:13,15.0,354.14,41059.17,15.0,788.7,No,Yes,Yes,Unsolved,Quality Customer Care,1.0
23,F,Town,Basic Membership,2015-06-21,Yes,Without Offers,Smartphone,Wi-Fi,09:55:59,11.0,34.94,23219.18,20.0,642.41,Yes,No,Yes,Solved in Follow-up,Too many ads,5.0
51,M,Town,Silver Membership,2015-01-07,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:00:04,20.0,161.11,11365.51,,684.86,No,Yes,No,Not Applicable,,4.0
40,M,Village,Premium Membership,2016-09-13,Yes,Without Offers,Desktop,Wi-Fi,09:31:48,9.0,512.46,37322.76,,782.56,No,Yes,Yes,No Information Available,Poor Product Quality,3.0
35,F,Village,No Membership,2016-12-29,,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:58:35,11.0,321.69,7430.55,29.0,527.07,Yes,Yes,No,Not Applicable,,5.0
63,F,Town,Gold Membership,2016-11-10,,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:04:45,13.0,167.27,25811.79,7.0,719.32,Yes,No,Yes,No Information Available,Poor Product Quality,3.0
13,M,Town,Basic Membership,2017-06-11,Yes,Gift Vouchers/Coupons,,Mobile_Data,00:12:56,12.0,227.68,41350.38,21.0,923.7159689505488,No,Yes,No,Not Applicable,,4.0
49,M,City,Silver Membership,2017-08-13,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:20:15,13.0,81.33,38340.32,13.0,,Yes,No,No,Not Applicable,,3.0
27,F,Village,Silver Membership,2016-11-11,Yes,Credit/Debit Card Offers,,Mobile_Data,16:34:29,7.0,54.24,18053.75,28.0,698.34,Yes,No,No,Not Applicable,Poor Website,4.0
45,F,Town,No Membership,2016-01-28,Yes,Without Offers,Smartphone,Fiber_Optic,11:50:11,18.0,182.19,11470.9,23.0,598.62,No,Yes,Yes,Solved in Follow-up,Poor Website,5.0
40,M,City,Silver Membership,2016-08-19,No,Without Offers,Smartphone,Mobile_Data,12:50:21,11.0,114.85,1557.72,22.0,671.21,No,Yes,Yes,Solved,Too many ads,4.0
44,F,Town,Silver Membership,2015-03-16,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:52:17,6.0,359.73,2755.61,8.0,749.53,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3.0
39,F,City,Gold Membership,2017-06-23,,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:45:39,13.0,253.6,35544.68,20.0,1065.0270417048623,Yes,No,Yes,No Information Available,Too many ads,3.0
45,M,City,Basic Membership,2015-09-05,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,07:54:07,14.0,36.97,38967.82,,1205.8665673483556,No,Yes,No,Not Applicable,Poor Customer Service,4.0
12,M,City,Basic Membership,2017-05-03,Yes,Without Offers,Smartphone,Fiber_Optic,13:20:50,14.0,116.42,6977.37,16.0,687.13,Yes,No,Yes,Solved in Follow-up,Too many ads,4.0
21,M,Town,Platinum Membership,2017-02-05,Yes,Without Offers,Smartphone,Fiber_Optic,01:32:49,3.0,566.34,38034.43,11.0,794.13,Yes,No,No,Not Applicable,Too many ads,3.0
37,F,Village,Gold Membership,2017-07-22,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:59:46,13.0,440.7,53193.98,10.0,797.69,Yes,No,No,Not Applicable,User Friendly Website,2.0
27,F,Town,Gold Membership,2016-07-18,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:10:42,8.0,,3847.56,18.0,762.41,Yes,No,No,Not Applicable,User Friendly Website,1.0
33,F,Town,Platinum Membership,2015-03-20,No,Without Offers,Desktop,Wi-Fi,02:16:13,14.0,320.28,14155.74,8.0,734.79,No,Yes,Yes,No Information Available,Too many ads,3.0
18,M,City,Silver Membership,2016-12-25,No,Without Offers,Desktop,Wi-Fi,04:06:03,13.0,,31274.61,24.0,721.64,No,Yes,Yes,Solved,Poor Customer Service,3.0
